INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2024-10-26T08:00:00-00:00,2024-10-26T09:00:00-00:00,1,2024-10-26,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20752.01,DAM,31
2024-10-26T09:00:00-00:00,2024-10-26T10:00:00-00:00,1,2024-10-26,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20066.37,DAM,31
2024-10-26T21:00:00-00:00,2024-10-26T22:00:00-00:00,1,2024-10-26,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20094.43,DAM,31
2024-10-26T22:00:00-00:00,2024-10-26T23:00:00-00:00,1,2024-10-26,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22042.86,DAM,31
2024-10-26T12:00:00-00:00,2024-10-26T13:00:00-00:00,1,2024-10-26,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19631.54,DAM,31
2024-10-26T14:00:00-00:00,2024-10-26T15:00:00-00:00,1,2024-10-26,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20978.89,DAM,31
2024-10-26T15:00:00-00:00,2024-10-26T16:00:00-00:00,1,2024-10-26,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20660.86,DAM,31
2024-10-26T11:00:00-00:00,2024-10-26T12:00:00-00:00,1,2024-10-26,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19254.94,DAM,31
2024-10-26T17:00:00-00:00,2024-10-26T18:00:00-00:00,1,2024-10-26,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,18565.24,DAM,31
2024-10-26T10:00:00-00:00,2024-10-26T11:00:00-00:00,1,2024-10-26,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19547.95,DAM,31
2024-10-26T16:00:00-00:00,2024-10-26T17:00:00-00:00,1,2024-10-26,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19701.43,DAM,31
2024-10-27T06:00:00-00:00,2024-10-27T07:00:00-00:00,1,2024-10-26,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22052.92,DAM,1
2024-10-27T03:00:00-00:00,2024-10-27T04:00:00-00:00,1,2024-10-26,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24923.77,DAM,1
2024-10-27T00:00:00-00:00,2024-10-27T01:00:00-00:00,1,2024-10-26,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25512.7,DAM,1
2024-10-27T02:00:00-00:00,2024-10-27T03:00:00-00:00,1,2024-10-26,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25695.41,DAM,1
2024-10-27T05:00:00-00:00,2024-10-27T06:00:00-00:00,1,2024-10-26,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23146.39,DAM,1
2024-10-27T04:00:00-00:00,2024-10-27T05:00:00-00:00,1,2024-10-26,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24251.96,DAM,1
2024-10-27T01:00:00-00:00,2024-10-27T02:00:00-00:00,1,2024-10-26,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,26257.66,DAM,1
2024-10-27T10:00:00-00:00,2024-10-27T11:00:00-00:00,1,2024-10-27,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19579.72,DAM,2
2024-10-27T16:00:00-00:00,2024-10-27T17:00:00-00:00,1,2024-10-27,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20189.84,DAM,2
2024-10-27T12:00:00-00:00,2024-10-27T13:00:00-00:00,1,2024-10-27,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19561.82,DAM,2
2024-10-27T08:00:00-00:00,2024-10-27T09:00:00-00:00,1,2024-10-27,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20871.59,DAM,2
2024-10-27T14:00:00-00:00,2024-10-27T15:00:00-00:00,1,2024-10-27,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20790.21,DAM,2
2024-10-28T00:00:00-00:00,2024-10-28T01:00:00-00:00,1,2024-10-27,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25100.05,DAM,2
2024-10-27T13:00:00-00:00,2024-10-27T14:00:00-00:00,1,2024-10-27,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20085.17,DAM,2
2024-10-27T19:00:00-00:00,2024-10-27T20:00:00-00:00,1,2024-10-27,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19168.38,DAM,2
2024-10-27T21:00:00-00:00,2024-10-27T22:00:00-00:00,1,2024-10-27,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20676.04,DAM,2
2024-10-28T06:00:00-00:00,2024-10-28T07:00:00-00:00,1,2024-10-27,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21629.74,DAM,2
2024-10-27T15:00:00-00:00,2024-10-27T16:00:00-00:00,1,2024-10-27,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20536.69,DAM,2
2024-10-27T18:00:00-00:00,2024-10-27T19:00:00-00:00,1,2024-10-27,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19078.41,DAM,2
2024-10-27T20:00:00-00:00,2024-10-27T21:00:00-00:00,1,2024-10-27,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19802.2,DAM,2
2024-10-28T01:00:00-00:00,2024-10-28T02:00:00-00:00,1,2024-10-27,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25987.67,DAM,2
2024-10-28T03:00:00-00:00,2024-10-28T04:00:00-00:00,1,2024-10-27,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24891.18,DAM,2
2024-10-28T04:00:00-00:00,2024-10-28T05:00:00-00:00,1,2024-10-27,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24140.47,DAM,2
2024-10-27T23:00:00-00:00,2024-10-28T00:00:00-00:00,1,2024-10-27,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23652.21,DAM,2
2024-10-27T09:00:00-00:00,2024-10-27T10:00:00-00:00,1,2024-10-27,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20095.25,DAM,2
2024-10-27T17:00:00-00:00,2024-10-27T18:00:00-00:00,1,2024-10-27,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19528.61,DAM,2
2024-10-28T02:00:00-00:00,2024-10-28T03:00:00-00:00,1,2024-10-27,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25731.13,DAM,2
2024-10-27T22:00:00-00:00,2024-10-27T23:00:00-00:00,1,2024-10-27,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22290.66,DAM,2
2024-10-28T05:00:00-00:00,2024-10-28T06:00:00-00:00,1,2024-10-27,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22931.81,DAM,2
2024-10-27T07:00:00-00:00,2024-10-27T08:00:00-00:00,1,2024-10-27,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21654.71,DAM,2
2024-10-27T11:00:00-00:00,2024-10-27T12:00:00-00:00,1,2024-10-27,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19413.37,DAM,2
2024-10-28T07:00:00-00:00,2024-10-28T08:00:00-00:00,1,2024-10-28,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21344.96,DAM,3
2024-10-28T09:00:00-00:00,2024-10-28T10:00:00-00:00,1,2024-10-28,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20084.88,DAM,3
2024-10-28T13:00:00-00:00,2024-10-28T14:00:00-00:00,1,2024-10-28,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23714.89,DAM,3
2024-10-28T21:00:00-00:00,2024-10-28T22:00:00-00:00,1,2024-10-28,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22115.27,DAM,3
2024-10-28T11:00:00-00:00,2024-10-28T12:00:00-00:00,1,2024-10-28,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20232.8,DAM,3
2024-10-28T22:00:00-00:00,2024-10-28T23:00:00-00:00,1,2024-10-28,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23072.07,DAM,3
2024-10-29T02:00:00-00:00,2024-10-29T03:00:00-00:00,1,2024-10-28,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,26988.71,DAM,3
2024-10-28T14:00:00-00:00,2024-10-28T15:00:00-00:00,1,2024-10-28,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25165.55,DAM,3
2024-10-28T15:00:00-00:00,2024-10-28T16:00:00-00:00,1,2024-10-28,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25336.79,DAM,3
2024-10-28T18:00:00-00:00,2024-10-28T19:00:00-00:00,1,2024-10-28,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22214.25,DAM,3
2024-10-28T19:00:00-00:00,2024-10-28T20:00:00-00:00,1,2024-10-28,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21591.97,DAM,3
2024-10-29T06:00:00-00:00,2024-10-29T07:00:00-00:00,1,2024-10-28,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22655.21,DAM,3
2024-10-28T23:00:00-00:00,2024-10-29T00:00:00-00:00,1,2024-10-28,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24268.63,DAM,3
2024-10-28T20:00:00-00:00,2024-10-28T21:00:00-00:00,1,2024-10-28,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21611.37,DAM,3
2024-10-29T01:00:00-00:00,2024-10-29T02:00:00-00:00,1,2024-10-28,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,27108.91,DAM,3
2024-10-29T03:00:00-00:00,2024-10-29T04:00:00-00:00,1,2024-10-28,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,26161.15,DAM,3
2024-10-29T05:00:00-00:00,2024-10-29T06:00:00-00:00,1,2024-10-28,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23945.89,DAM,3
2024-10-28T12:00:00-00:00,2024-10-28T13:00:00-00:00,1,2024-10-28,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21502.27,DAM,3
2024-10-29T00:00:00-00:00,2024-10-29T01:00:00-00:00,1,2024-10-28,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25765.75,DAM,3
2024-10-29T04:00:00-00:00,2024-10-29T05:00:00-00:00,1,2024-10-28,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25375.08,DAM,3
2024-10-28T08:00:00-00:00,2024-10-28T09:00:00-00:00,1,2024-10-28,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20629.39,DAM,3
2024-10-28T10:00:00-00:00,2024-10-28T11:00:00-00:00,1,2024-10-28,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19805.18,DAM,3
2024-10-28T17:00:00-00:00,2024-10-28T18:00:00-00:00,1,2024-10-28,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23536.7,DAM,3
2024-10-28T16:00:00-00:00,2024-10-28T17:00:00-00:00,1,2024-10-28,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24581.88,DAM,3
2024-10-29T09:00:00-00:00,2024-10-29T10:00:00-00:00,1,2024-10-29,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20590.83,DAM,4
2024-10-30T04:00:00-00:00,2024-10-30T05:00:00-00:00,1,2024-10-29,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25399.57,DAM,4
2024-10-29T17:00:00-00:00,2024-10-29T18:00:00-00:00,1,2024-10-29,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21802.8,DAM,4
2024-10-30T02:00:00-00:00,2024-10-30T03:00:00-00:00,1,2024-10-29,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,26794.53,DAM,4
2024-10-29T12:00:00-00:00,2024-10-29T13:00:00-00:00,1,2024-10-29,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22039.73,DAM,4
2024-10-29T16:00:00-00:00,2024-10-29T17:00:00-00:00,1,2024-10-29,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23524.72,DAM,4
2024-10-29T18:00:00-00:00,2024-10-29T19:00:00-00:00,1,2024-10-29,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20341.18,DAM,4
2024-10-29T19:00:00-00:00,2024-10-29T20:00:00-00:00,1,2024-10-29,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19551.98,DAM,4
2024-10-30T00:00:00-00:00,2024-10-30T01:00:00-00:00,1,2024-10-29,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25083.11,DAM,4
2024-10-29T07:00:00-00:00,2024-10-29T08:00:00-00:00,1,2024-10-29,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21781.68,DAM,4
2024-10-29T08:00:00-00:00,2024-10-29T09:00:00-00:00,1,2024-10-29,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21070.19,DAM,4
2024-10-30T01:00:00-00:00,2024-10-30T02:00:00-00:00,1,2024-10-29,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,26711.42,DAM,4
2024-10-30T05:00:00-00:00,2024-10-30T06:00:00-00:00,1,2024-10-29,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24039.51,DAM,4
2024-10-29T15:00:00-00:00,2024-10-29T16:00:00-00:00,1,2024-10-29,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24952.67,DAM,4
2024-10-29T21:00:00-00:00,2024-10-29T22:00:00-00:00,1,2024-10-29,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20244.1,DAM,4
2024-10-29T22:00:00-00:00,2024-10-29T23:00:00-00:00,1,2024-10-29,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21416.15,DAM,4
2024-10-30T03:00:00-00:00,2024-10-30T04:00:00-00:00,1,2024-10-29,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,26084.48,DAM,4
2024-10-30T06:00:00-00:00,2024-10-30T07:00:00-00:00,1,2024-10-29,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22655.23,DAM,4
2024-10-29T10:00:00-00:00,2024-10-29T11:00:00-00:00,1,2024-10-29,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20474.13,DAM,4
2024-10-29T11:00:00-00:00,2024-10-29T12:00:00-00:00,1,2024-10-29,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20851.63,DAM,4
2024-10-29T14:00:00-00:00,2024-10-29T15:00:00-00:00,1,2024-10-29,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25798.66,DAM,4
2024-10-29T20:00:00-00:00,2024-10-29T21:00:00-00:00,1,2024-10-29,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19600.26,DAM,4
2024-10-29T23:00:00-00:00,2024-10-30T00:00:00-00:00,1,2024-10-29,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23035.32,DAM,4
2024-10-29T13:00:00-00:00,2024-10-29T14:00:00-00:00,1,2024-10-29,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24172.25,DAM,4
2024-10-30T13:00:00-00:00,2024-10-30T14:00:00-00:00,1,2024-10-30,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24585.9,DAM,5
2024-10-31T06:00:00-00:00,2024-10-31T07:00:00-00:00,1,2024-10-30,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22708.02,DAM,5
2024-10-31T01:00:00-00:00,2024-10-31T02:00:00-00:00,1,2024-10-30,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,26948.69,DAM,5
2024-10-31T05:00:00-00:00,2024-10-31T06:00:00-00:00,1,2024-10-30,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24019.37,DAM,5
2024-10-30T08:00:00-00:00,2024-10-30T09:00:00-00:00,1,2024-10-30,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21277.16,DAM,5
2024-10-30T14:00:00-00:00,2024-10-30T15:00:00-00:00,1,2024-10-30,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,26236.48,DAM,5
2024-10-30T19:00:00-00:00,2024-10-30T20:00:00-00:00,1,2024-10-30,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20744.05,DAM,5
2024-10-30T17:00:00-00:00,2024-10-30T18:00:00-00:00,1,2024-10-30,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23029.92,DAM,5
2024-10-30T11:00:00-00:00,2024-10-30T12:00:00-00:00,1,2024-10-30,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21208.88,DAM,5
2024-10-30T20:00:00-00:00,2024-10-30T21:00:00-00:00,1,2024-10-30,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20720.58,DAM,5
2024-10-30T21:00:00-00:00,2024-10-30T22:00:00-00:00,1,2024-10-30,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21224.84,DAM,5
2024-10-30T23:00:00-00:00,2024-10-31T00:00:00-00:00,1,2024-10-30,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23912.84,DAM,5
2024-10-31T00:00:00-00:00,2024-10-31T01:00:00-00:00,1,2024-10-30,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25468.04,DAM,5
2024-10-31T02:00:00-00:00,2024-10-31T03:00:00-00:00,1,2024-10-30,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,26820.85,DAM,5
2024-10-31T04:00:00-00:00,2024-10-31T05:00:00-00:00,1,2024-10-30,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25363.99,DAM,5
2024-10-30T10:00:00-00:00,2024-10-30T11:00:00-00:00,1,2024-10-30,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20720.55,DAM,5
2024-10-30T12:00:00-00:00,2024-10-30T13:00:00-00:00,1,2024-10-30,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22404.22,DAM,5
2024-10-30T15:00:00-00:00,2024-10-30T16:00:00-00:00,1,2024-10-30,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25757.31,DAM,5
2024-10-30T16:00:00-00:00,2024-10-30T17:00:00-00:00,1,2024-10-30,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24455.67,DAM,5
2024-10-30T18:00:00-00:00,2024-10-30T19:00:00-00:00,1,2024-10-30,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21681.31,DAM,5
2024-10-30T07:00:00-00:00,2024-10-30T08:00:00-00:00,1,2024-10-30,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21891.35,DAM,5
2024-10-31T03:00:00-00:00,2024-10-31T04:00:00-00:00,1,2024-10-30,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,26199.47,DAM,5
2024-10-30T09:00:00-00:00,2024-10-30T10:00:00-00:00,1,2024-10-30,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20811.43,DAM,5
2024-10-30T22:00:00-00:00,2024-10-30T23:00:00-00:00,1,2024-10-30,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22442.79,DAM,5
2024-10-31T12:00:00-00:00,2024-10-31T13:00:00-00:00,1,2024-10-31,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22126.3,DAM,6
2024-10-31T22:00:00-00:00,2024-10-31T23:00:00-00:00,1,2024-10-31,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21980.81,DAM,6
2024-10-31T08:00:00-00:00,2024-10-31T09:00:00-00:00,1,2024-10-31,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21235.24,DAM,6
2024-10-31T09:00:00-00:00,2024-10-31T10:00:00-00:00,1,2024-10-31,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20740.92,DAM,6
2024-10-31T10:00:00-00:00,2024-10-31T11:00:00-00:00,1,2024-10-31,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20585.26,DAM,6
2024-10-31T13:00:00-00:00,2024-10-31T14:00:00-00:00,1,2024-10-31,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24257.51,DAM,6
2024-11-01T00:00:00-00:00,2024-11-01T01:00:00-00:00,1,2024-10-31,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25107.04,DAM,6
2024-11-01T01:00:00-00:00,2024-11-01T02:00:00-00:00,1,2024-10-31,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,26599.67,DAM,6
2024-11-01T02:00:00-00:00,2024-11-01T03:00:00-00:00,1,2024-10-31,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,26604.49,DAM,6
2024-10-31T15:00:00-00:00,2024-10-31T16:00:00-00:00,1,2024-10-31,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25365.99,DAM,6
2024-10-31T19:00:00-00:00,2024-10-31T20:00:00-00:00,1,2024-10-31,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20424.01,DAM,6
2024-10-31T20:00:00-00:00,2024-10-31T21:00:00-00:00,1,2024-10-31,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20435.35,DAM,6
2024-10-31T23:00:00-00:00,2024-11-01T00:00:00-00:00,1,2024-10-31,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23458.12,DAM,6
2024-11-01T05:00:00-00:00,2024-11-01T06:00:00-00:00,1,2024-10-31,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23933.66,DAM,6
2024-10-31T11:00:00-00:00,2024-10-31T12:00:00-00:00,1,2024-10-31,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21003.67,DAM,6
2024-10-31T21:00:00-00:00,2024-10-31T22:00:00-00:00,1,2024-10-31,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21025.18,DAM,6
2024-11-01T03:00:00-00:00,2024-11-01T04:00:00-00:00,1,2024-10-31,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25980.2,DAM,6
2024-11-01T06:00:00-00:00,2024-11-01T07:00:00-00:00,1,2024-10-31,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22675.74,DAM,6
2024-10-31T07:00:00-00:00,2024-10-31T08:00:00-00:00,1,2024-10-31,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21890.91,DAM,6
2024-10-31T14:00:00-00:00,2024-10-31T15:00:00-00:00,1,2024-10-31,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25822.4,DAM,6
2024-10-31T16:00:00-00:00,2024-10-31T17:00:00-00:00,1,2024-10-31,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24082.35,DAM,6
