stock,announce_date,utilisation_delta_pp,wafer_asp_delta_pct,rd_delta_pct,util_source,asp_source,rd_source
2303.TW,2015-03-20,-3.0,-0.5,4.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2015-05-04,-3.0,-0.5,4.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2015-07-31,-4.0,-1.0,3.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2015-11-02,-2.0,-0.5,4.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2016-03-21,2.0,0.5,6.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2016-05-03,2.0,0.5,6.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2016-08-01,3.0,0.5,6.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2016-10-28,3.0,0.5,5.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2017-02-24,2.0,0.5,4.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2017-05-05,1.0,0.5,5.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2017-07-31,2.0,0.0,5.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2017-10-30,3.0,0.0,4.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2018-03-12,-1.0,-1.5,2.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2018-04-27,-1.0,-1.5,2.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2018-07-30,-3.0,-1.0,2.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2018-10-25,-4.0,-1.5,3.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2019-03-11,-6.0,-2.0,2.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2019-05-02,-4.0,-1.5,3.0,HAND_CODED,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2019-07-25,-2.0,-1.0,4.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2019-10-31,1.0,-0.5,5.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2020-02-27,2.0,-0.5,4.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2020-04-28,-3.0,-1.0,5.0,HAND_CODED,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2020-07-30,3.0,1.0,6.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2020-10-30,5.0,2.0,7.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2021-02-25,6.0,4.0,6.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2021-04-29,5.0,5.0,7.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2021-07-29,4.0,5.0,8.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2021-10-28,3.0,4.0,7.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2022-02-25,2.0,3.0,6.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2022-04-28,-1.0,4.0,5.0,HAND_CODED,HAND_CODED,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2022-07-28,-2.0,1.0,4.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2022-11-03,-5.0,-1.0,4.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2023-02-23,,-2.5,3.0,,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2023-04-27,-3.0,-3.0,2.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2023-07-27,-3.0,-2.0,2.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2023-10-26,1.0,-1.0,3.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
2303.TW,2024-02-29,1.0,-1.0,2.5498524186527094,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
2303.TW,2024-04-25,2.0,0.0,2.5498524186527094,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
2303.TW,2024-08-01,2.0,0.5,2.5498524186527094,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
2303.TW,2024-11-01,3.0,1.0,2.5498524186527094,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
2303.TW,2025-02-27,4.0,1.5,17.55675132849488,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
2303.TW,2025-04-24,-4.184990554947154,-3.678429111012954,17.55675132849488,PROXY_PIT,PROXY_PIT,PROXY_ANNUAL
2303.TW,2025-07-31,1.5532599386470114,2.027865834320075,17.55675132849488,PROXY_PIT,PROXY_PIT,PROXY_ANNUAL
2303.TW,2025-10-30,0.6286550874552432,1.080918270654713,17.55675132849488,PROXY_PIT,PROXY_PIT,PROXY_ANNUAL
GFS,2021-12-01,4.0,3.0,8.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
GFS,2022-02-09,3.0,3.0,9.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
GFS,2022-05-11,1.0,3.5,8.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
GFS,2022-08-10,-2.0,2.0,7.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
GFS,2022-11-09,-2.0,1.0,6.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
GFS,2023-02-15,,-2.0,5.0,,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
GFS,2023-05-10,,-2.0,4.0,,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
GFS,2023-08-09,,-1.5,5.0,,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
GFS,2023-11-08,,-1.0,6.0,,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
GFS,2024-02-14,0.0,-1.0,-11.203319502074692,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
GFS,2024-05-08,0.0,0.0,-11.203319502074692,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
GFS,2024-08-07,2.0,0.5,-11.203319502074692,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
GFS,2024-11-06,3.0,1.0,-11.203319502074692,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
GFS,2025-02-12,4.0,1.0,15.88785046728971,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
GFS,2025-05-07,-13.387978142076506,-2.1380427849890555,15.88785046728971,PROXY_PIT,PROXY_PIT,PROXY_ANNUAL
GFS,2025-08-06,6.498422712933749,1.7731397730500698,15.88785046728971,PROXY_PIT,PROXY_PIT,PROXY_ANNUAL
GFS,2025-11-13,0.0,0.6516587677725116,15.88785046728971,PROXY_PIT,PROXY_PIT,PROXY_ANNUAL
0981.HK,2020-05-14,-1.0,-1.0,10.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2020-08-28,2.0,1.0,12.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2020-11-12,3.0,3.0,14.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2021-02-05,4.0,3.0,15.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2021-05-14,5.0,4.0,16.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2021-08-06,5.0,4.0,18.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2021-11-12,4.0,3.0,20.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2022-02-11,-2.0,2.0,22.0,HAND_CODED,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2022-05-13,-4.0,1.0,20.0,HAND_CODED,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2022-08-12,-1.0,1.0,18.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2022-11-11,-5.0,-2.0,15.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2023-02-10,-12.0,-5.0,12.0,HAND_CODED,HAND_CODED,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2023-05-12,-6.0,-3.0,10.0,HAND_CODED,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2023-08-11,-4.0,-2.0,12.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2023-11-10,-2.0,-1.0,14.0,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC
0981.HK,2024-02-07,3.0,-1.0,-3.5221853618080057,HAND_CODED,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
0981.HK,2024-05-10,2.0,-1.5,-3.5221853618080057,HAND_CODED,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
0981.HK,2024-08-09,5.0,0.0,-3.5221853618080057,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
0981.HK,2024-11-08,6.0,0.5,-3.5221853618080057,LLM_EXTRACTED_FROM_PUBLIC,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
0981.HK,2025-02-11,1.662361803768264,2.1504943780326524,8.20105333851755,PROXY_PIT,PROXY_PIT,PROXY_ANNUAL
0981.HK,2025-05-09,0.0,1.0,8.20105333851755,PROXY_PIT,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
0981.HK,2025-08-08,0.0,1.5,8.20105333851755,PROXY_PIT,LLM_EXTRACTED_FROM_PUBLIC,PROXY_ANNUAL
0981.HK,2025-11-14,0.0,1.0,20.987702496292915,PROXY_PIT,LLM_EXTRACTED_FROM_PUBLIC,PROXY_PIT
