symbol,pre_spread_usd,weight_order_shares,source_rows,source_dates
HNNA,0.503677268546,5912939,1183,21
HNRG,0.0375064408788,14326725,2928,21
HOFT,0.128471913153,16484143,1866,21
HOLI,0.0348700073072,8263096,2445,21
HOMB,0.0153697844043,2490866,225,2
HOPE,0.0203068923256,10339703,2056,21
HOS,0.0121236479437,4806993,400,2
HOV,0.0110947409011,2529787,321,2
HPJ,0.0342522653204,22805405,2759,21
HQY,0.0530477517263,11052013,3366,21
HRC,0.0343154352364,2396996,338,2
HRG,0.0116463722173,309776,138,2
HRMN,0.0773566855231,187734,49,21
HRT,0.148152107564,625746,466,20
HRTG,0.0398939749516,3853662,1830,21
HRTX,0.0505362972988,16701769,3271,21
HRZN,0.0423063462399,5531685,2000,21
HSC,0.0164951999388,13894427,3227,21
HSGX,0.0930413392603,8849527,1399,21
HSII,0.103090268712,5637198,1401,21
HSKA,0.355916601295,29227870,2386,21
HSNI,0.0563898041453,12919015,2500,21
HSON,0.0909098732593,25564,40,2
HSTM,0.115276094182,10091012,1694,21
HTBI,0.120932952128,2273750,873,21
HTBK,0.0406388351804,1713261,1067,21
HTCH,0.0495293166579,346298,153,2
HTGC,0.0244096663353,10540013,3452,21
HTGM,0.098206922318,4761772,1031,21
HTH,0.0261052641843,5455812,1813,21
HTLD,0.0214160688976,6611723,1997,21
HTLF,0.115247948635,5585306,1509,21
HUBG,0.0648317569434,10742287,2074,21
HUBS,0.104810310556,24830408,2922,21
HURC,0.499629218205,4224332,951,21
HURN,0.149521238792,30622047,1936,21
HVT,0.0550278228699,3217612,1346,21
HVT A,0.735198067633,3105,14,9
HW,0.0143652385386,8404592,2649,21
HWAY,0.0370462257381,17343656,3224,21
HWBK,0.482035620321,545419,297,21
HWCC,0.0756171217793,2674576,899,21
HWKN,0.333977971994,11389560,1479,21
HXL,0.0372308375859,468931,278,2
HY,0.272656866028,8225971,1941,21
HYGS,0.0646119678909,5869990,1864,21
HYH,0.0391911264739,12613137,2805,21
HZN,0.0441281638848,36645701,3314,21
HZO,0.0415288555068,9511013,2229,21
I,0.0413050947339,7878331,2059,21
IAC,0.0757263983154,268305,222,2
IART,0.111938185968,1150035,178,2
IBCP,0.0395254362263,8618979,1369,21
IBKC,0.0892999726873,26189329,2590,21
IBKR,0.0314903691909,10913081,3260,21
IBOC,0.0578346974396,8655777,1648,21
IBP,0.0474197133823,14985465,2545,21
IBTX,0.238198262961,9149767,1396,21
ICAD,0.0965957499575,9373224,1396,21
ICBK,0.239563524034,4477551,1223,21
ICCC,0.258989239707,2386106,636,21
ICD,0.0298967544016,5666536,1905,21
ICFI,0.126286868313,7848786,1564,21
ICLR,0.0824239629971,3613442,297,2
ICPT,0.386872867293,1966210,311,2
ICUI,0.367274989326,19075068,1945,21
IDA,0.0734473952173,924127,238,2
IDCC,0.0705771611005,17218461,2983,21
IDI,0.0430140238275,91719689,3143,16
IDN,0.03521115446,78946,68,2
IDRA,0.0156311871491,771369,228,2
IDSA,0.225349010067,44599,49,2
IDSY,0.0526532556228,1815628,886,21
IDT,0.0481865115176,7385716,1926,21
IEC,0.0399841568198,2271116,832,21
IESC,0.0804951052122,8558042,2057,21
IFON,0.0337608894867,47578,48,2
IGLD,0.535166293039,525479,388,21
IGT,0.0125564827378,1403967,385,2
IHC,0.177064374016,1644036,622,21
III,0.038127416221,1829158,929,21
IIIN,0.0838944553629,13123041,2083,21
IILG,0.0128895012166,893875,271,2
IIN,0.183437360927,2141775,710,21
IIVI,0.0383471857352,8356623,2253,21
IKGH,0.0287640990398,518014,147,2
IKNX,0.915277397956,259742,221,16
IL,0.0265571629922,3836944,1652,21
IMAX,0.028988432749,17514049,3757,21
IMDZ,0.0618532003551,6022441,1891,21
IMGN,0.0145314220111,1073986,283,2
IMI,0.0177556362822,147411,107,2
IMKTA,0.158636926549,13140608,1796,21
IMMR,0.0221441733393,8171327,2182,21
IMMU,0.0145136151563,1770615,277,2
IMMY,0.0642872113896,6680069,1673,21
IMOS,0.0508764160136,14935944,1910,21
IMPR,0.0323055590305,8265416,791,10
IMPV,0.0646115470923,39292472,4160,21
INAP,0.0155132380667,10498187,2381,21
INBK,0.238639027957,6976832,1263,21
INCR,0.0568230164087,20540081,2814,21
INDB,0.164166181809,5900972,1414,21
INFI,0.0242929768839,780494,230,2
INFU,0.0382654523117,2949824,788,21
INGN,0.139293401066,11069955,2399,21
ININ,0.0329170368109,20713636,2533,21
INO,0.0391580400263,1606593,415,2
INOD,0.0552877977601,1165032,713,21
INOV,0.0241405471897,13723030,2592,21
INS,0.152169537368,130514,256,21
INSM,0.0374796228413,6573414,1989,21
INST,0.0370813642516,92199764,2673,21
INSY,0.0324164241652,34652233,4753,21
INT,0.0364089047127,208968,189,2
INTG,1.14831498422,64955,117,16
INTL,0.121483871586,12903284,1906,21
INTT,0.0625457055828,260012,284,21
INTX,0.0503448102205,18864,36,2
INUV,0.0247914369821,175966,116,2
INVA,0.0181945805732,7285586,2078,21
INVE,0.0484445992665,1350224,113,2
INVN,0.0181168335924,1357690,405,2
INVT,0.0327741140108,870637,183,2
INWK,0.0213553164239,13627779,2009,21
INXN,0.0241891403341,25219459,2699,21
IO,0.0776048718577,6498363,1951,21
IOC,0.0451914471702,813263,278,2
IONS,0.0394993003069,2916993,502,2
IOSP,0.147378522397,20295896,1929,21
IOT,0.42514894669,134291,133,21
IOTS,0.0699682114483,2036167,972,21
IPAR,0.130552985331,12122491,1756,21
IPCC,0.533852521498,7271333,1232,21
IPCI,0.0881970126144,496019,137,2
IPGP,0.0811902332833,11374109,375,2
IPHI,0.0552729496641,28117466,4478,21
IPHS,0.110750388997,10219737,1921,21
IPWR,0.126014752894,1872114,866,21
IPXL,0.0310335142407,29676152,3641,21
IQNT,0.022658743019,13289843,2548,21
IRBT,0.0468877563954,9289511,3220,21
IRDM,0.0141907588576,31339502,3253,21
IRG,0.0556315878257,69359,62,2
IRIX,0.179429421814,6110055,1237,21
IRMD,0.121871633032,6103652,1505,21
IROQ,0.489615776343,773595,257,21
IRWD,0.0261619298996,366931,175,2
ISCA,0.0627394149049,31119385,1981,21
ISDR,0.244914214203,14972742,932,21
ISIG,0.0822988361824,1611249,568,21
ISIL,0.0116930225848,5573038,485,2
ISLE,0.0316198140922,17388301,2773,21
ISNS,0.0492590518513,23734040,3024,21
ISRL,2.17385321502,670337,425,21
ISSC,0.0455213542689,3030181,882,21
ISTR,0.242459402764,1885419,483,21
ITCI,0.062134029677,80887306,4056,21
ITEK,0.0309018919227,10660689,2828,21
ITG,0.022597660998,6015899,1909,21
ITGR,0.0545052219272,8240674,2393,21
ITIC,3.27555135296,1584602,721,21
ITRI,0.0752707151172,25670282,2769,21
ITRN,0.14865995813,4668216,1136,21
ITT,0.0210863141631,1341036,338,2
ITUS,0.12012592386,2983784,1075,21
IVAC,0.0555750678706,2651739,729,21
IVC,0.0238117581501,12348371,2362,21
IVTY,0.0959336130855,19687309,1843,21
IXYS,0.0437565412978,2516175,1607,21
JACK,0.136627580298,974529,355,2
JAGX,0.0194411654053,17151630,671,2
JAKK,0.0258948766187,10256859,1635,21
JASN,0.0430899503792,282140,82,2
JAX,0.0726248895773,10542216,1435,21
JBSS,0.2146363225,19017017,2174,21
JBT,0.116282921696,11483734,2134,21
JCOM,0.0846692117688,1440047,276,2
JCS,0.20045184007,3559538,1056,21
JCTCF,0.408952581799,763363,458,21
JE,0.0141181315542,4494998,2021,21
JEC,0.020161953809,1334675,334,2
JIVE,0.0178719530511,3653417,1573,21
JJSF,0.604596372269,18812309,1853,21
JMP,0.0935179413509,1701611,1034,21
JNP,0.0784764483916,2978994,910,21
JOB,0.165078682009,2365373,769,21
JOE,0.0287019295203,3481798,1791,21
JONE,0.0126508933899,37956943,3911,21
JOUT,0.283388731975,11788960,1584,21
JPEP,0.0622067179435,8015831,2056,21
JRJR,0.0151043330213,170920,107,2
JRVR,0.162690141007,20080033,1520,21
JTPY,0.203800173486,2993318,862,21
JUNO,0.051517258933,4400104,554,2
JVA,0.0719532872711,7148148,1778,21
JW A,0.0742774839274,9857474,2243,21
JW B,0.646839632637,101371,126,18
JXSB,1.19289486186,245361,197,21
JYNT,0.0607281198742,2544133,941,21
KAI,0.242298910786,10567441,1647,21
KALU,0.311458703154,14018872,2183,21
KAMN,0.0788213138804,13943796,1884,21
KBAL,0.030910406903,4593134,1771,21
KBR,0.0120207108301,1706315,330,2
KCG,0.0343597854991,362889,183,2
KE,0.0452816196948,12012782,1770,21
KELYA,0.0565865660242,5567235,1612,21
KEM,0.127568508393,1872410,1528,21
KEN,0.390796771039,203502,149,21
KEQU,0.536011717118,5792875,1269,21
KERX,0.0180217932048,1944184,365,2
KEX,0.0508249892601,106173968,4307,21
KEYS,0.0203850597665,797270,240,2
KEYW,0.0433075365988,4462026,1984,21
KFFB,0.170577798464,93998,170,19
KFRC,0.0425471922648,5948727,1654,21
KFS,0.0661290550102,1423899,693,21
KFY,0.0323784663731,11732436,2881,21
KGJI,0.0266342547924,527135,212,2
KIN,0.119505884434,11536436,1324,21
KINS,0.0636678803193,2851420,1159,21
KIRK,0.0313123638449,7374405,1858,21
KITE,0.100927525195,41503452,5222,21
KLDX,0.0158595539219,24477147,3157,21
KLIC,0.0238180401067,6077780,1765,21
KLXI,0.0555889419105,15053812,2216,21
KMDA,0.0781948235319,2275142,912,21
KMG,0.134493869768,18720678,1835,21
KMPH,0.0733688105728,9499514,1671,21
KMPR,0.0480543752738,6831881,1684,21
KN,0.016497429243,8085556,2792,21
KND,0.0145339895387,10722152,3133,21
KNDI,0.0204179990098,10475104,2968,21
KNL,0.0304390276541,30261783,2956,21
KNOP,0.136869772352,17201646,2367,21
KNX,0.0175896778841,22452199,3524,21
KODK,0.0411639551266,4245275,1569,21
KONA,0.0585907784505,27135342,2230,21
KOP,0.124284066619,9879435,1832,21
KOPN,0.0205009760206,3299418,1554,21
KOS,0.0119354463069,927792,267,2
KOSS,0.108205780487,78592,52,2
KPTI,0.0418586261549,31090040,3757,21
KRA,0.0461433387838,36609456,3614,21
KRNT,0.097598562245,17005609,1563,21
KRNY,0.012553396888,8003929,1717,21
KRO,0.0222517182297,6115364,2384,21
KS,0.0153770224023,1907484,394,2
KTCC,0.0715507892396,3522821,1013,21
KTEC,0.831882517913,3234734,768,21
KTOS,0.0194084898198,10512732,3223,21
KTWO,0.052897391205,10393726,1954,21
KURA,0.077440495642,5947277,1847,21
KVHI,0.100245002112,3374135,1068,21
KW,0.0265340469932,8917413,2421,21
KWR,0.500979516774,6210965,2001,21
LABL,0.299533144493,15565391,2055,21
LAD,0.16604928294,22154758,3131,21
LAKE,0.131380796257,4870587,1666,21
LAMR,0.0661974383405,1177596,284,2
LANC,0.425694317133,1574751,195,2
LAND,0.0726785594884,5197320,1673,21
LARK,0.396548637501,416037,416,21
LAWS,0.300651568237,6380222,973,21
LAYN,0.0375491096398,7751470,1765,21
LAZ,0.0344545368478,12655968,452,2
LBAI,0.0421182882757,2940310,1400,21
LBIO,0.0309852528449,4188062,1904,21
LBIX,0.134438295517,12649,20,2
LBRDA,0.102855721026,10296930,1980,21
LBRDK,0.060984965498,2171758,331,2
LBTYB,1.79911016434,1020145,119,16
LBY,0.0632441983862,6111696,1595,21
LCI,0.0465310431536,29240995,4726,21
LCNB,0.162656507641,13237001,1153,21
LCUT,0.150391417098,14213538,1267,21
LDL,0.112182041953,8724757,1888,21
LDOS,0.0176291695177,4086276,478,2
LDR,0.181050599174,6949313,1561,21
LE,0.0536104670942,29245404,2760,21
LECO,0.256281813117,265631,196,2
LEE,0.0239392371725,21012169,4003,21
LEI,0.0462604305445,14995152,2162,21
LENS,0.406491179878,552430,505,21
LEU,0.0614052139203,4000790,1137,21
LFUS,0.392845328864,17335824,2115,21
LFVN,0.0587250758289,35991548,2998,21
LGIH,0.061534336176,25262586,3724,21
LGL,0.189889278141,93370,127,21
LGND,0.214713993722,30027893,3288,21
LHCG,0.0906719477198,20506579,1977,21
LIFE,0.0351130022298,5936028,2117,21
LILA,0.0364340279565,13533860,2486,21
LILAK,0.0256432370533,1683630,273,2
LINC,0.0270841067543,112595,78,2
LIND,0.0376812522979,4449788,1118,21
LION,0.133452184193,4285794,1324,21
LIOX,0.039543294398,3164481,1586,21
LITE,0.0405675852413,29022610,4607,21
LIVE,0.0287086414868,171857,128,2
LIVN,0.0725098483671,72052127,2764,21
LJPC,0.130804089984,9378251,2450,21
LKFN,0.108929902669,9730991,1742,21
LLNW,0.0141544624423,2657659,121,2
LM,0.0151964590149,1107206,321,2
LMAT,0.048720474305,14914748,2814,21
LMIA,0.0529433276856,6752567,1544,21
LMNR,0.147541675658,3804655,1305,21
LMNX,0.0402097532784,24810714,2124,21
LMOS,0.032788907876,15820658,1676,21
LMRK,0.141285789561,8746232,1536,21
LNCE,0.0565023044444,667406,234,2
LNDC,0.0497092081462,3719424,1436,21
LNN,0.419987273726,9182672,1914,21
LNTH,0.0265660237661,31123682,4033,21
LOAN,0.0615828131231,7265043,1806,21
LOB,0.0681239706434,5244757,1509,21
LOCK,0.0156626388809,1434502,313,2
LOCO,0.0262161043184,9971549,3075,21
LOGI,0.0103988519489,539523,195,2
LOGM,0.151504525817,45395631,3102,21
LOPE,0.0584056065303,8388361,2042,21
LORL,0.15641996591,15344049,1656,21
LOV,0.0259440695409,2745951,306,2
LOXO,0.182234168766,19686125,1832,21
LPCN,0.029627906947,15339779,2700,21
LPG,0.0201688897615,4349642,1989,21
LPLA,0.0401172773848,17804749,2742,21
LPNT,0.0654647224669,22493591,2754,21
LPSN,0.0167159303188,12536127,1791,21
LPTH,0.0352745368808,299221,132,2
LPX,0.0117729819336,2293817,337,2
LQ,0.012405365585,631823,220,2
LQDT,0.0242692089387,4443676,1752,21
LRAD,0.0357719695412,160479,124,2
LRN,0.0335434789181,8024144,1813,21
LSBG,0.166733135917,3638167,829,21
LSBK,0.135450916105,93057,171,21
LSTR,0.0837593956589,11588224,2347,21
LTRPA,0.0198577431508,7817412,1918,21
LTRPB,2.03147617398,31751,27,6
LTS,0.0290801446132,4309566,1557,21
LTXB,0.0549374447856,5192942,1837,21
LUB,0.047729084781,748859,828,21
LWAY,0.161495497709,6131700,1483,21
LXFT,0.0836513719592,30983537,2800,21
LXK,0.0447782467757,28448123,3562,21
LXRX,0.0324316336248,53461088,4280,21
LXU,0.0312058462259,17261974,3657,21
LYTS,0.0390469859139,9928084,1662,21
LYV,0.0151797638452,492643,212,2
LZB,0.0299010574027,5540746,2385,21
MACK,0.0158438946284,2606205,349,2
MAG,0.0440410338755,3489724,1724,21
MAGS,0.0731262609017,2122033,760,21
MAIN,0.0474215806738,26753641,4145,21
MAMS,0.377190507125,2139847,534,21
MANH,0.0519270279202,2012197,320,2
MANT,0.0801201901639,12543390,1781,21
MANU,0.0505109549401,4439650,1635,21
MARA,0.0934177694959,5788521,824,21
MARK,0.0906683912687,853163,749,21
MASI,0.0554196514251,10244341,2686,21
MATR,0.04479050528,1499802,1024,21
MATW,0.147504946287,9176561,1776,21
MATX,0.0492769782161,17602172,2646,21
MAYS,2.05355638954,448757,374,20
MB,0.0350388646778,22305897,2726,21
MBCN,0.86412796254,375227,306,21
MBFI,0.033823492181,17589048,2325,21
MBII,0.0655534675594,104699,104,2
MBLX,0.0295285760554,108066,85,2
MBRG,0.691588637792,2865209,786,21
MBTF,0.0644584539897,22592812,1578,21
MBUU,0.0542127331814,19631386,2204,21
MBVT,0.578009959433,1780031,666,21
MBWM,0.282914966443,15252956,1430,21
MC,0.0778410999667,5278469,1766,21
MCBC,0.0465311361397,1017146,1022,21
MCC,0.0679164646867,629353,279,2
MCEP,0.0337257920984,273514,151,2
MCF,0.0404523229917,4163252,1720,21
MCFT,0.0357655597661,22084850,2345,21
MCHX,0.0173362276158,4457282,1053,21
MCRB,0.0315690944014,1594161,356,2
MCRI,0.117352340147,15090892,1523,21
MCRN,0.0676953756396,6789566,1581,21
MCS,0.0623323477827,4238578,1651,21
MCY,0.128939964859,494004,194,2
MDC,0.0216429856005,11727490,2172,21
MDCA,0.0263643816103,31047184,2731,21
MDCO,0.0692018840638,1100122,324,2
MDGN,0.040208506722,3947537,1704,21
MDLY,0.0575188569933,19063861,2034,21
MDM,0.0259494774863,1675267,1059,21
MDP,0.0573072830873,6882054,2631,21
MDSO,0.0628558777934,6091980,333,2
MDSY,0.219056603774,2809,13,2
MDU,0.015982593993,908445,312,2
MDVX,0.0465392146662,567071,132,2
MDWD,0.151997844156,4928187,1033,21
MDXG,0.0134289146492,17524003,3165,21
MED,0.100962983526,2247656,1508,21
MEET,0.0132557561392,6468181,621,2
MEI,0.0666692585971,6026602,2397,21
MEIP,0.0684181666587,1464430,272,2
MELI,0.231963531854,10982316,435,2
MELR,0.318732281657,902971,233,19
MEMP,0.0238399039089,988229,234,2
MENT,0.0148759732582,1758295,217,2
MEOH,0.0249445898555,45755044,3606,21
MEP,0.0559290470197,19411723,2492,21
MERC,0.0296301923188,5927554,1893,21
MFCB,0.024848092965,29822709,1425,21
MFNC,0.187543231502,919133,448,21
MFRI,0.170718324436,930457,493,21
MFRM,0.0142744209282,11579998,1279,11
MFSF,0.700964867663,1689620,502,21
MG,0.060505636847,7697477,1655,21
MGCD,0.461680242678,1385952,589,21
MGEE,0.190719458921,5307139,1703,21
MGI,0.0374690322704,8467944,1789,21
MGIC,0.0714184748917,10201505,1207,21
MGLN,0.0922868614059,14590488,1981,21
MGNX,0.124667241735,21201190,2415,21
MGPI,0.116945730118,17854288,2297,21
MGRC,0.0970090110851,10969245,1566,21
MGYR,0.349934530624,55904,98,18
MHGC,0.0228960847198,22080310,2315,21
MHH,0.141603254057,275072,373,21
MHLD,0.0212447518793,6565836,2319,21
MHO,0.0444305888015,9439922,1846,21
MICT,0.196513640384,73495,47,2
MIFI,0.0267522598372,340290,209,2
MIME,0.0526420932407,21028236,2955,21
MIND,0.106771774152,1593054,775,21
MINI,0.0574186122196,7479065,2276,21
MIRN,0.0638459238334,3364362,1335,21
MITK,0.0231929760566,8297732,2694,21
MITL,0.0208685351994,748805,155,2
MJCO,0.0599409593573,1574971,368,21
MKSI,0.0565909411416,55997906,2974,21
MKTX,0.210015814449,3750159,318,2
MLAB,1.69625899151,7889689,1144,21
MLHR,0.0372335909945,16168006,2942,21
MLI,0.0431658204155,2965156,1534,21
MLNK,0.0272591298417,281489,152,2
MLNX,0.0449424772508,18330885,3407,21
MLP,0.137471292363,9196403,816,21
MLR,0.188355389587,1627351,996,21
MLSS,0.0386152291905,7800999,1327,21
MLVF,0.303673602091,617011,297,21
MMAC,0.124521805019,936821,593,21
MMI,0.091003719165,6699165,1572,21
MMLP,0.0894452496745,16494996,2927,21
MMS,0.0595516748855,714825,247,2
MMSI,0.0289383213622,14918632,2125,21
MMYT,0.0422088109868,18174979,2468,21
MN,0.0348077613211,3386189,1927,21
MNDO,0.0535635653618,1466415,943,21
MNGA,0.0155382641216,646543,167,2
MNI,0.21919804541,4590324,228,2
MNOV,0.0422020140614,4444651,1094,21
MNRO,0.105182603678,16420287,2453,21
MNTA,0.0283433686077,6853229,2514,21
MNTX,0.109308572003,18463910,1746,21
MOBL,0.0139112057125,25732420,2258,21
MOC,0.0620780290469,2613842,867,21
MOCO,0.480723850689,7592548,870,21
MOD,0.0311959905107,8420873,1815,21
MODN,0.0286423437436,4780796,1241,21
MOFG,0.346876482215,6024564,951,21
MOG A,0.151933662375,9870382,1726,21
MOG B,0.797355116721,7368,40,16
MOH,0.0447735195932,5445547,353,2
MORN,0.245556080149,2432062,196,2
MOV,0.0443575715882,9994178,2198,21
MPAA,0.0657635397079,17790886,2123,21
MPB,0.539139185787,544501,275,21
MPET,0.0437680356554,10644232,622,2
MPG,0.0475436216562,3562696,1404,21
MPSX,0.0387385595989,13802794,1698,21
MPWR,0.11522245382,923776,268,2
MPX,0.037862360356,413641,628,21
MRCY,0.042181690727,8512823,1891,21
MRIN,0.017221188997,2964751,1076,21
MRLN,0.121897669165,2795608,855,21
MRNS,0.0160177991284,2742050,319,2
MRTN,0.0614962008399,9172580,1662,21
MRTX,0.0354315665853,14145537,2878,21
MRVC,0.188020439813,5620751,1157,21
MSA,0.142640522582,4070597,1785,21
MSB,0.0769944006311,6394685,1246,21
MSBF,0.24325873331,2778139,670,21
MSCC,0.0447022917987,1471857,298,2
MSEX,0.136640808301,8799940,2005,21
MSFG,0.129812110711,5183643,1450,21
MSG,0.403706277746,7759537,330,2
MSGN,0.014984226908,6844308,2292,21
MSL,0.090401038365,2890602,918,21
MSLI,0.0159334138463,69968,40,2
MSM,0.0426788947445,2369443,341,2
MSON,0.251284192976,6089660,992,21
MSTR,0.668423561116,66631657,2718,21
MTCH,0.0331457731651,1446153,453,2
MTDR,0.0222664694685,1747819,370,2
MTEX,0.767900100359,4752923,986,21
MTGE,0.0192191546185,6624063,2305,21
MTH,0.0425024037501,6617618,2303,21
MTN,0.298552861435,1959349,300,2
MTOR,0.0289917743437,500726,245,2
MTR,0.21643257024,3338781,754,21
MTRN,0.102632170078,12863901,2135,21
MTRX,0.0398726686023,7127484,1864,21
MTSC,0.141404669903,7963935,1755,21
MTSI,0.0671448687436,43338635,3248,21
MTX,0.145146371673,12058946,2327,21
MTZ,0.0267580806984,11692232,3140,21
MUSA,0.0717534004929,8405855,2500,21
MUX,0.0103535005971,346172561,712,2
MVC,0.0278926803444,238003,75,2
MVIS,0.0520063541588,437493,164,2
MWA,0.00947601328926,593562,235,2
MWW,0.0177009658235,1794013,281,2
MX,0.0183052506441,9275205,2298,21
MXC,0.174479889177,3605213,1018,21
MXL,0.0224020669124,1224048,388,2
MXPT,0.180313292621,634367,343,21
MXWL,0.0252126853366,3757488,1804,21
MYCC,0.0219601681489,14807351,2555,21
MYE,0.0428395545171,4311232,1347,21
MYGN,0.0166520072276,3308444,368,2
MYOK,0.163183454355,46984624,2749,21
MYOS,0.106549978976,753893,129,2
MYRG,0.0810112072651,13287604,1589,21
NADL,0.0338336943542,21728382,2828,21
NAII,0.109803187057,8080277,1716,21
NAME,0.0599589995418,12993106,1687,21
NANO,0.0559085455508,6180491,1892,21
NAO,0.026043808729,2785995,1560,21
NAP,0.0679267232522,12761321,2411,21
NAT,0.0143665775389,3704045,583,2
NATH,0.64722656851,7882320,937,21
NATI,0.0219498938722,1661204,288,2
NATL,0.126115347567,1817187,568,21
NATR,0.133326654544,24068909,1423,21
NAUH,0.143317330914,843060,646,21
NAVG,0.531045541409,24659123,1529,21
NBHC,0.0264103360803,13417030,1605,21
NBIX,0.104370972516,2272467,310,2
NBN,0.156850999337,6998993,634,21
NBTB,0.0927741433157,3272063,1627,21
NBY,0.0710031916071,2592487,1359,21
NC,0.961757549819,5579352,1081,21
NCI,0.0273521745561,2887187,1609,21
NCIT,0.0825515844812,9217402,1271,21
NCMI,0.0276463717153,3372172,1758,21
NCOM,0.206100837814,27971717,1493,21
NCS,0.0145294048032,14117095,2961,21
NDLS,0.022057956098,14217629,2588,21
NDRM,0.121972265809,7671628,1687,21
NDRO,0.0370942215475,2244909,1525,21
NDSN,0.161756875842,419345,239,2
NEFF,0.0718793432077,3890362,1142,21
NEN,2.41881700387,48883,155,20
NEO,0.0201748998536,6959812,2053,21
NEOG,0.141216252198,18503854,2374,21
NEON,0.0208956265457,279413,123,2
NEOS,0.0511389495687,8302418,2360,21
NEP,0.0476475862925,23650857,3491,21
NEPT,0.00669646305362,310098,92,2
NERV,0.046725210205,20959417,3200,21
NEU,4.25260515894,2264711,171,2
NEWM,0.0273730705556,4834656,2271,21
NEWR,0.0551424301293,17742529,2727,21
NEWS,0.130792516667,4782575,988,21
NEWT,0.0399339275477,6754128,2637,21
NFBK,0.0654672164335,2118595,1167,21
NFG,0.0618147065558,1838629,275,2
NGHC,0.0534092263927,6489546,1661,21
NGL,0.0415721573754,14079585,3398,21
NGS,0.177608115659,8606645,1602,21
NGVC,0.0351150549995,3176938,1872,21
NHC,0.585686837413,15552703,1270,21
NHLD,0.0491701261888,6097056,937,21
NHTC,0.193838055807,8198457,2425,21
NICK,0.107031175513,408375,349,21
NIHD,0.0138602405926,15413522,2388,21
NILE,0.097730803902,10933459,1689,21
NJR,0.0277380134508,5858692,2334,21
NK,0.0439106348498,11652031,2857,21
NKSH,1.26200417118,2530697,591,21
NKTR,0.0308170221722,32217404,3981,21
NL,0.0597851987394,6440823,1869,21
NLNK,0.0431597392587,17203486,3241,21
NLS,0.0295418752013,17584725,3072,21
NLST,0.0174782423129,3832912,491,2
NMBL,0.0108887798251,1133485,290,2
NMFC,0.0235360411251,12153458,3216,21
NMIH,0.0201951129667,6700957,1759,21
NMM,0.0243294532917,1056011,279,2
NMRX,0.0693378458996,2601188,1074,21
NNA,0.013202049144,2797900,405,2
NNBR,0.0616349504488,7858437,1825,21
NNI,0.106826738823,11067518,1598,21
NNVC,0.0163045348035,682389,222,2
NOA,0.0287254553287,956342,772,21
NOG,0.0171018880392,16220903,2985,21
NOMD,0.0268279266939,19098154,2741,21
NORD,0.0575530264861,4449120,1298,21
NOVT,0.0545020732534,4325231,1194,21
NP,0.282244880363,4516062,1987,21
NPK,0.741008537678,3408585,1192,21
NPO,0.116673572009,27793066,2018,21
NPTN,0.0277545678363,33418032,5141,21
NR,0.0114426706911,4316014,1751,21
NRCIA,0.588962112027,4637052,821,21
NRCIB,0.850136960172,2713851,535,20
NRIM,0.196031690152,9736943,1209,21
NRP,0.260984576922,53666919,3317,21
NRT,0.119628523521,5736322,1125,21
NS,0.0810590573246,1434916,317,2
NSAT,0.0994912794107,1640302,853,21
NSEC,1.40280755936,276849,201,20
NSH,0.141989451643,9759387,1764,21
NSIT,0.058568526894,16270968,1884,21
NSM,0.0182282316685,7009359,2165,21
NSP,0.110869899213,46762279,2910,21
NSR,0.023336945846,8929602,2634,21
NSSC,0.0551686116956,4179955,1269,21
NSTG,0.0722796323223,11710692,2005,21
NSU,0.0185657943853,14377356,3402,21
NSYS,0.0935482792441,32115857,1165,21
NTCT,0.0241858139814,11402981,2434,21
NTEC,0.109879661999,6620877,1198,21
NTGR,0.0694171688308,8507976,2511,21
NTIC,0.719904251948,1151143,407,21
NTIP,0.0292790962227,4452889,1244,21
NTP,0.0283880824362,13673902,2810,21
NTRA,0.0388166455617,7368727,1816,21
NTRI,0.0477805462051,19416258,2439,21
NTWK,0.0642987190888,5377422,1332,21
NURO,0.0357745865596,4373363,369,2
NUS,0.0710817107441,4473714,451,2
NUTR,0.247672409327,23684033,1556,21
NUVA,0.0608467489759,7192149,428,2
NVCN,0.0385558105187,1551815,274,2
NVCR,0.0323504148084,10423247,2979,21
NVDQ,0.0386342969701,6109598,1881,21
NVEC,0.704167817493,2460725,971,21
NVEE,0.134135104405,5389939,1648,21
NVET,0.212309846096,568926,487,21
NVFY,0.0297124311654,1226490,201,2
NVGS,0.0245911683501,11721230,3003,21
NVIV,0.0329161542084,5174763,2312,21
NVLS,0.0966781325189,9731258,2227,21
NVMI,0.0730161072548,2801216,964,21
NVRO,0.191109001644,48987329,3582,21
NVTA,0.0573388322509,5164277,1835,21
NWBI,0.0118883488631,14148954,1924,21
NWBO,0.00510063670101,3721527,314,2
NWE,0.0496459269982,5664213,2224,21
NWFL,0.572469883656,344753,353,21
NWHM,0.0547647997472,2661211,1400,21
NWLI,3.84459232118,8024570,1193,21
NWN,0.128900478561,5186795,1919,21
NWPX,0.0754882140146,3386853,1195,21
NWS,0.0112536953871,13758234,1976,21
NWY,0.0176013106505,2090565,135,2
NX,0.0296091663598,12414001,1907,21
NXEO,0.0343627489658,8348136,1469,21
NXST,0.0821808006632,26062468,2962,21
NXTM,0.0376993259874,9011850,2156,21
NYLD,0.0177302206441,11343246,2843,21
NYLD A,0.0530506018552,4000630,1850,21
NYMT,0.0135175875699,23343333,3997,21
