Date,GC=F,GLD,SI=F,SLV,^VIX
2006-07-13,6.0,12226800.0,103.0,4515000.0,0.0
2006-07-14,6.0,10035800.0,40.0,2867000.0,0.0
2006-07-17,40.0,9905000.0,166.0,6461000.0,0.0
2006-07-18,40.0,7639300.0,16.0,4719000.0,0.0
2006-07-19,40.0,7261300.0,19.0,2368000.0,0.0
2006-07-20,40.0,6402700.0,83.0,2429000.0,0.0
2006-07-21,600.0,6949300.0,26.0,2633000.0,0.0
2006-07-24,600.0,7281000.0,233.0,3195000.0,0.0
2006-07-25,600.0,4736800.0,22.0,2733000.0,0.0
2006-07-26,1.0,3376000.0,25.0,2060000.0,0.0
2006-07-27,66412.0,4697300.0,100.0,2943000.0,0.0
2006-07-28,27652.0,3156400.0,1.0,1826000.0,0.0
2006-07-31,3183.0,3420200.0,1.0,2537000.0,0.0
2006-08-01,1360.0,4669800.0,1.0,2751000.0,0.0
2006-08-02,414.0,5052000.0,1.0,4575000.0,0.0
2006-08-03,429.0,3840600.0,114.0,2456000.0,0.0
2006-08-04,97.0,4811100.0,114.0,3716000.0,0.0
2006-08-07,139.0,2493800.0,114.0,3070000.0,0.0
2006-08-08,43.0,5574200.0,114.0,1655000.0,0.0
2006-08-09,65.0,4369600.0,114.0,3686000.0,0.0
2006-08-10,127.0,6869900.0,124.0,3909000.0,0.0
2006-08-11,596.0,6962800.0,108.0,4086000.0,0.0
2006-08-14,147.0,3526100.0,108.0,3472000.0,0.0
2006-08-15,124.0,4833600.0,108.0,1557000.0,0.0
2006-08-16,206.0,3332900.0,60.0,2334000.0,0.0
2006-08-17,295.0,4215900.0,173.0,2984000.0,0.0
2006-08-18,102.0,6418400.0,32.0,2293000.0,0.0
2006-08-21,117.0,3595900.0,32.0,2415000.0,0.0
2006-08-22,19.0,4067700.0,32.0,2165000.0,0.0
2006-08-23,20.0,3573700.0,32.0,3628000.0,0.0
2006-08-24,35.0,2198000.0,112.0,2887000.0,0.0
2006-08-25,173.0,2127000.0,2.0,1733000.0,0.0
2006-08-28,46.0,3584600.0,0.0,4205000.0,0.0
2006-08-29,2.0,3609800.0,18431.0,3214000.0,0.0
2006-08-30,26.0,2901600.0,11907.0,2982000.0,0.0
2006-08-31,26.0,4842300.0,2459.0,4310000.0,0.0
2006-09-01,26.0,3210200.0,2459.0,4296000.0,0.0
2006-09-04,26.0,,1587.0,,
2006-09-05,23.0,4219400.0,264.0,6456000.0,0.0
2006-09-06,102.0,3210900.0,236.0,3501000.0,0.0
2006-09-07,102.0,5402300.0,142.0,5737000.0,0.0
2006-09-08,102.0,3693400.0,262.0,7386000.0,0.0
2006-09-11,0.0,10580700.0,159.0,12051000.0,0.0
2006-09-12,10.0,5836200.0,80.0,5852000.0,0.0
2006-09-13,10.0,3539100.0,44.0,3694000.0,0.0
2006-09-14,0.0,7637700.0,22.0,7086000.0,0.0
2006-09-15,0.0,6454800.0,65.0,6352000.0,0.0
2006-09-18,0.0,4438700.0,31.0,6093000.0,0.0
2006-09-19,0.0,5287000.0,7.0,5779000.0,0.0
2006-09-20,2.0,5385200.0,8.0,3960000.0,0.0
2006-09-21,0.0,3870800.0,16.0,3542000.0,0.0
2006-09-22,0.0,3320300.0,6.0,2708000.0,0.0
2006-09-25,0.0,3797300.0,6.0,2775000.0,0.0
2006-09-26,0.0,2763400.0,54.0,2550000.0,0.0
2006-09-27,7818.0,4656900.0,1.0,2676000.0,0.0
2006-09-28,8709.0,3930900.0,1.0,2480000.0,0.0
2006-09-29,662.0,3201000.0,1.0,2786000.0,0.0
2006-10-02,109.0,2018800.0,1.0,2158000.0,0.0
2006-10-03,160.0,5233800.0,1.0,4700000.0,0.0
2006-10-04,4584.0,8153900.0,1.0,6287000.0,0.0
2006-10-05,22.0,3890700.0,27.0,3305000.0,0.0
2006-10-06,24.0,4282700.0,2.0,2112000.0,0.0
2006-10-09,93.0,2689800.0,0.0,1821000.0,0.0
2006-10-10,136.0,3422100.0,0.0,1644000.0,0.0
2006-10-11,1.0,2944200.0,2.0,2093000.0,0.0
2006-10-12,5.0,2777500.0,2.0,1273000.0,0.0
2006-10-13,8.0,3078400.0,0.0,2600000.0,0.0
2006-10-16,210.0,1986300.0,0.0,5366000.0,0.0
2006-10-17,14.0,2657100.0,6.0,4617000.0,0.0
2006-10-18,18.0,3679000.0,6.0,2932000.0,0.0
2006-10-19,103.0,2952900.0,142.0,2958000.0,0.0
2006-10-20,4.0,3190500.0,142.0,1949000.0,0.0
2006-10-23,4.0,3521800.0,142.0,2789000.0,0.0
2006-10-24,501.0,3558200.0,2.0,3779000.0,0.0
2006-10-25,199.0,4384200.0,10.0,3547000.0,0.0
2006-10-26,26.0,5241100.0,10.0,4842000.0,0.0
2006-10-27,5.0,3080700.0,65.0,1943000.0,0.0
2006-10-30,13.0,4675700.0,65.0,3466000.0,0.0
2006-10-31,0.0,4603000.0,65.0,3581000.0,0.0
2006-11-01,6.0,8172300.0,214.0,4034000.0,0.0
2006-11-02,6.0,6680500.0,54.0,3494000.0,0.0
2006-11-03,0.0,7359200.0,60.0,3447000.0,0.0
2006-11-06,0.0,4078400.0,0.0,3112000.0,0.0
2006-11-07,0.0,5332400.0,0.0,4536000.0,0.0
2006-11-08,0.0,5319300.0,127.0,3494000.0,0.0
2006-11-09,2.0,6634800.0,1.0,6290000.0,0.0
2006-11-10,2.0,4437000.0,0.0,3935000.0,0.0
2006-11-13,1.0,3408800.0,2.0,3321000.0,0.0
2006-11-14,1.0,5706200.0,0.0,5012000.0,0.0
2006-11-15,0.0,3760500.0,0.0,6295000.0,0.0
2006-11-16,0.0,4347500.0,190.0,5420000.0,0.0
2006-11-17,10.0,3390900.0,190.0,3239000.0,0.0
2006-11-20,0.0,2947200.0,0.0,3309000.0,0.0
2006-11-21,0.0,2930400.0,350.0,4085000.0,0.0
2006-11-22,0.0,4863600.0,0.0,3126000.0,0.0
2006-11-24,0.0,6886100.0,,2422000.0,0.0
2006-11-27,,5249800.0,0.0,2921000.0,0.0
2006-11-28,82649.0,6057400.0,19892.0,5954000.0,0.0
2006-11-29,29111.0,4006500.0,15023.0,4715000.0,0.0
2006-11-30,2327.0,6362700.0,2097.0,5011000.0,0.0
2006-12-01,728.0,6363800.0,602.0,4149000.0,0.0
2006-12-04,562.0,3469100.0,303.0,2519000.0,0.0
2006-12-05,214.0,5254600.0,141.0,5819000.0,0.0
2006-12-06,247.0,6386500.0,74.0,6175000.0,0.0
2006-12-07,316.0,5384600.0,91.0,5499000.0,0.0
2006-12-08,104.0,6080900.0,164.0,5636000.0,0.0
2006-12-11,467.0,3163800.0,211.0,3395000.0,0.0
2006-12-12,222.0,3017900.0,95.0,2183000.0,0.0
2006-12-13,81.0,3595400.0,241.0,3561000.0,0.0
2006-12-14,43.0,2237300.0,154.0,2041000.0,0.0
2006-12-15,118.0,7427800.0,143.0,15330000.0,0.0
2006-12-18,57.0,3880800.0,128.0,17189000.0,0.0
2006-12-19,40.0,4254900.0,19.0,9772000.0,0.0
2006-12-20,385.0,2979300.0,9.0,8333000.0,0.0
2006-12-21,22.0,2483300.0,173.0,3443000.0,0.0
2006-12-22,122.0,1367400.0,79.0,3586000.0,0.0
2006-12-26,58.0,1975200.0,110.0,2273000.0,0.0
2006-12-27,3.0,3063500.0,13.0,1885000.0,0.0
2006-12-28,17.0,2538900.0,58.0,2410000.0,0.0
2006-12-29,17.0,2117200.0,58.0,2390000.0,0.0
2007-01-02,17.0,,1.0,,
2007-01-03,38.0,8061900.0,289.0,7480000.0,0.0
2007-01-04,4.0,4858600.0,48.0,3220000.0,0.0
2007-01-05,531.0,12500100.0,32.0,10127000.0,0.0
2007-01-08,1000.0,3478700.0,116.0,2836000.0,0.0
2007-01-09,2.0,4170400.0,2.0,3176000.0,0.0
2007-01-10,2.0,3766000.0,2.0,3109000.0,0.0
2007-01-11,0.0,4640000.0,80.0,2752000.0,0.0
2007-01-12,1.0,5840200.0,15.0,4004000.0,0.0
2007-01-16,2.0,3201000.0,89.0,2397000.0,0.0
2007-01-17,2.0,4516200.0,40.0,4836000.0,0.0
2007-01-18,2.0,4460100.0,40.0,3570000.0,0.0
2007-01-19,2.0,3258400.0,76.0,1943000.0,0.0
2007-01-22,2.0,3941200.0,117.0,3507000.0,0.0
2007-01-23,1.0,6322000.0,43.0,4278000.0,0.0
2007-01-24,1.0,5241200.0,12.0,5075000.0,0.0
2007-01-25,1.0,5985700.0,14.0,4432000.0,0.0
2007-01-26,2.0,3493900.0,3.0,2460000.0,0.0
2007-01-29,71048.0,3487300.0,41.0,3407000.0,0.0
2007-01-30,25819.0,3094200.0,3.0,2304000.0,0.0
2007-01-31,3048.0,5900900.0,10.0,4175000.0,0.0
2007-02-01,1198.0,6284700.0,61.0,3182000.0,0.0
2007-02-02,449.0,9078500.0,17.0,5934000.0,0.0
2007-02-05,196.0,2553500.0,17.0,2627000.0,0.0
2007-02-06,169.0,2928800.0,0.0,2904000.0,0.0
2007-02-07,156.0,3075300.0,30.0,3242000.0,0.0
2007-02-08,463.0,4769900.0,30.0,3416000.0,0.0
2007-02-09,127.0,6816500.0,2.0,3938000.0,0.0
2007-02-12,65.0,4113500.0,2.0,4220000.0,0.0
2007-02-13,41.0,4143300.0,0.0,4228000.0,0.0
2007-02-14,167.0,4174600.0,0.0,4756000.0,0.0
2007-02-15,93.0,7673400.0,0.0,3591000.0,0.0
2007-02-16,93.0,3200400.0,0.0,2063000.0,0.0
2007-02-20,26.0,4810700.0,0.0,4188000.0,0.0
2007-02-21,33.0,11076700.0,0.0,6374000.0,0.0
2007-02-22,344.0,6562800.0,0.0,3498000.0,0.0
2007-02-23,146.0,8126200.0,2.0,4370000.0,0.0
2007-02-26,34.0,5254200.0,29819.0,3934000.0,0.0
2007-02-27,150.0,15208600.0,22077.0,8511000.0,0.0
2007-02-28,6.0,8924200.0,1804.0,5025000.0,0.0
2007-03-01,1.0,7108000.0,1142.0,8133000.0,0.0
2007-03-02,24.0,13732200.0,529.0,13176000.0,0.0
2007-03-05,17.0,9829800.0,210.0,12229000.0,0.0
2007-03-06,15.0,6992700.0,237.0,8040000.0,0.0
2007-03-07,13.0,6131800.0,93.0,5896000.0,0.0
2007-03-08,13.0,4285000.0,114.0,8082000.0,0.0
2007-03-09,320.0,9025500.0,49.0,4350000.0,0.0
2007-03-12,8.0,4558800.0,33.0,3220000.0,0.0
2007-03-13,20.0,4332100.0,26.0,5264000.0,0.0
2007-03-14,8.0,7417000.0,239.0,4516000.0,0.0
2007-03-15,8.0,7037700.0,17.0,9109000.0,0.0
2007-03-16,15.0,5040100.0,10.0,3625000.0,0.0
2007-03-19,15.0,2990500.0,128.0,2539000.0,0.0
2007-03-20,0.0,4416300.0,128.0,3295000.0,0.0
2007-03-21,0.0,5059000.0,4.0,4177000.0,0.0
2007-03-22,27.0,4719700.0,129.0,4386000.0,0.0
2007-03-23,200.0,5593000.0,164.0,5107000.0,0.0
2007-03-26,0.0,3928800.0,214.0,2263000.0,0.0
2007-03-27,0.0,3261700.0,58.0,2385000.0,0.0
2007-03-28,10244.0,6310000.0,50.0,3748000.0,0.0
2007-03-29,37425.0,5448300.0,137.0,3675000.0,0.0
2007-03-30,4623.0,4290200.0,70.0,2943000.0,0.0
2007-04-02,1468.0,5378100.0,2.0,8105000.0,0.0
2007-04-03,291.0,4141700.0,2.0,3628000.0,0.0
2007-04-04,1718.0,7126100.0,0.0,4861000.0,0.0
2007-04-05,226.0,3592700.0,0.0,4649000.0,0.0
2007-04-09,35.0,3297300.0,0.0,3865000.0,0.0
2007-04-10,29.0,2741900.0,20.0,4980000.0,0.0
2007-04-11,31.0,4357100.0,20.0,4527000.0,0.0
2007-04-12,63.0,6021900.0,20.0,4753000.0,0.0
2007-04-13,25.0,5062700.0,0.0,5249000.0,0.0
2007-04-16,55.0,7912300.0,2.0,5080000.0,0.0
2007-04-17,29.0,4159000.0,2.0,3771000.0,0.0
2007-04-18,13.0,4933500.0,114.0,4527000.0,0.0
2007-04-19,58.0,5344600.0,114.0,5659000.0,0.0
2007-04-20,24.0,3358100.0,114.0,6954000.0,0.0
2007-04-23,16.0,2487500.0,114.0,4154000.0,0.0
2007-04-24,220.0,5073700.0,228.0,3572000.0,0.0
2007-04-25,17.0,2614100.0,215.0,1925000.0,0.0
2007-04-26,51.0,4668000.0,47375.0,7092000.0,0.0
2007-04-27,55.0,5231700.0,16704.0,4855000.0,0.0
2007-04-30,12.0,2605400.0,1428.0,2690000.0,0.0
2007-05-01,6.0,3946300.0,686.0,6185000.0,0.0
2007-05-02,0.0,4499300.0,272.0,5016000.0,0.0
2007-05-03,0.0,3936200.0,149.0,3279000.0,0.0
2007-05-04,0.0,3313800.0,165.0,3658000.0,0.0
2007-05-07,1.0,1995100.0,135.0,2083000.0,0.0
2007-05-08,1.0,2475300.0,47.0,3901000.0,0.0
2007-05-09,1.0,4647500.0,18.0,3451000.0,0.0
2007-05-10,0.0,5536000.0,142.0,5708000.0,0.0
2007-05-11,0.0,2937300.0,56.0,2564000.0,0.0
2007-05-14,0.0,3597600.0,22.0,2400000.0,0.0
2007-05-15,0.0,2566600.0,26.0,2300000.0,0.0
2007-05-16,0.0,7268500.0,23.0,7592000.0,0.0
2007-05-17,0.0,8707000.0,198.0,4683000.0,0.0
2007-05-18,0.0,3158200.0,66.0,3340000.0,0.0
2007-05-21,6.0,10954300.0,38.0,7990000.0,0.0
2007-05-22,6.0,5886700.0,11.0,2346000.0,0.0
2007-05-23,6.0,6441800.0,23.0,2483000.0,0.0
2007-05-24,5.0,6228000.0,32.0,3845000.0,0.0
2007-05-25,5.0,4217600.0,113.0,2299000.0,0.0
2007-05-29,100718.0,3343100.0,15.0,3076000.0,0.0
2007-05-30,49921.0,2742800.0,159.0,1615000.0,0.0
2007-05-31,8065.0,7530700.0,0.0,5872000.0,0.0
2007-06-01,1496.0,5634800.0,0.0,9093000.0,0.0
2007-06-04,612.0,2626300.0,28.0,5667000.0,0.0
2007-06-05,242.0,3728100.0,28.0,2579000.0,0.0
2007-06-06,489.0,3596600.0,0.0,3207000.0,0.0
2007-06-07,282.0,6394300.0,22.0,5698000.0,0.0
2007-06-08,261.0,7313100.0,0.0,9788000.0,0.0
2007-06-11,91.0,4606600.0,3.0,4326000.0,0.0
2007-06-12,61.0,4073200.0,103.0,3107000.0,0.0
2007-06-13,82.0,2803300.0,103.0,2794000.0,0.0
2007-06-14,15.0,2765400.0,2.0,2230000.0,0.0
2007-06-15,28.0,3032900.0,2.0,3017000.0,0.0
2007-06-18,57.0,1791000.0,2.0,3363000.0,0.0
2007-06-19,36.0,2700900.0,2.0,2273000.0,0.0
2007-06-20,8.0,2591600.0,0.0,1849000.0,0.0
2007-06-21,6.0,2709200.0,0.0,4428000.0,0.0
2007-06-22,3.0,1890800.0,0.0,2259000.0,0.0
2007-06-25,21.0,3424900.0,0.0,4184000.0,0.0
2007-06-26,60.0,8276400.0,114.0,16545000.0,0.0
2007-06-27,43.0,4689400.0,35835.0,5526000.0,0.0
2007-06-28,89.0,4231700.0,17558.0,6540000.0,0.0
2007-06-29,45.0,2756400.0,1665.0,4074000.0,0.0
2007-07-02,1.0,2706200.0,943.0,2154000.0,0.0
2007-07-03,1.0,1835300.0,943.0,1651000.0,0.0
2007-07-05,18.0,4333200.0,336.0,2759000.0,0.0
2007-07-06,18.0,8080700.0,174.0,3851000.0,0.0
2007-07-09,0.0,5280800.0,67.0,2974000.0,0.0
2007-07-10,0.0,4016200.0,133.0,3292000.0,0.0
2007-07-11,6.0,3647000.0,25.0,3395000.0,0.0
2007-07-12,2.0,5870600.0,174.0,4231000.0,0.0
2007-07-13,8.0,3817800.0,56.0,2489000.0,0.0
2007-07-16,1.0,4579600.0,24.0,2172000.0,0.0
2007-07-17,0.0,1878600.0,164.0,1866000.0,0.0
2007-07-18,0.0,5238700.0,62.0,6206000.0,0.0
2007-07-19,0.0,4607900.0,136.0,3236000.0,0.0
2007-07-20,0.0,5408600.0,45.0,3274000.0,0.0
2007-07-23,0.0,3892400.0,30.0,2057000.0,0.0
2007-07-24,0.0,3763000.0,26.0,5609000.0,0.0
2007-07-25,0.0,7530500.0,78.0,4363000.0,0.0
2007-07-26,0.0,10704100.0,164.0,5764000.0,0.0
2007-07-27,95749.0,5341900.0,56.0,2738000.0,0.0
2007-07-30,36526.0,3046800.0,14.0,2021000.0,0.0
2007-07-31,5769.0,4006500.0,2.0,2418000.0,0.0
2007-08-01,2026.0,6364400.0,2.0,2701000.0,0.0
2007-08-02,1062.0,5331500.0,2.0,1460000.0,0.0
2007-08-03,575.0,10736000.0,2.0,2999000.0,0.0
2007-08-06,212.0,2973200.0,20.0,2263000.0,0.0
2007-08-07,313.0,4147200.0,20.0,1770000.0,0.0
2007-08-08,136.0,4252100.0,20.0,1703000.0,0.0
2007-08-09,377.0,9407200.0,20.0,5276000.0,0.0
2007-08-10,1101.0,8831700.0,0.0,4727000.0,0.0
2007-08-13,52.0,3644000.0,0.0,2076000.0,0.0
2007-08-14,106.0,4749600.0,7.0,2831000.0,0.0
2007-08-15,845.0,5886400.0,7.0,5059000.0,0.0
2007-08-16,130.0,18367500.0,0.0,15371000.0,0.0
2007-08-17,219.0,6374300.0,0.0,5223000.0,0.0
2007-08-20,189.0,4475200.0,0.0,5645000.0,0.0
2007-08-21,9.0,4478600.0,0.0,5649000.0,0.0
2007-08-22,303.0,4251100.0,0.0,5220000.0,0.0
2007-08-23,135.0,3027400.0,0.0,2484000.0,0.0
2007-08-24,208.0,3648300.0,0.0,3618000.0,0.0
2007-08-27,77.0,1865700.0,0.0,4581000.0,0.0
2007-08-28,22.0,3473100.0,0.0,3538000.0,0.0
2007-08-29,78.0,4469800.0,24849.0,3041000.0,0.0
2007-08-30,186.0,3027700.0,12492.0,3302000.0,0.0
2007-08-31,186.0,4089900.0,12492.0,3125000.0,0.0
2007-09-04,0.0,6640300.0,416.0,3157000.0,0.0
2007-09-05,80.0,6268300.0,187.0,1473000.0,0.0
2007-09-06,2.0,15880800.0,357.0,7814000.0,0.0
2007-09-07,1.0,14960000.0,157.0,4467000.0,0.0
2007-09-10,43.0,7598500.0,47.0,3815000.0,0.0
2007-09-11,55.0,11182400.0,194.0,4942000.0,0.0
2007-09-12,6.0,8032800.0,167.0,3858000.0,0.0
2007-09-13,19.0,4612400.0,56.0,2995000.0,0.0
2007-09-14,33.0,7733200.0,54.0,3510000.0,0.0
2007-09-17,36.0,7457800.0,155.0,3956000.0,0.0
2007-09-18,104.0,14253100.0,446.0,4912000.0,0.0
2007-09-19,12.0,10937800.0,41.0,4229000.0,0.0
2007-09-20,12.0,11945000.0,185.0,8017000.0,0.0
2007-09-21,6.0,9937400.0,86.0,7460000.0,0.0
2007-09-24,150.0,6475100.0,70.0,3149000.0,0.0
2007-09-25,60.0,5503500.0,62.0,2978000.0,0.0
2007-09-26,12901.0,9418300.0,3.0,3320000.0,0.0
2007-09-27,11841.0,5728200.0,14.0,3954000.0,0.0
2007-09-28,2004.0,8837600.0,4.0,3754000.0,0.0
2007-10-01,644.0,4823700.0,2.0,4884000.0,0.0
2007-10-02,319.0,10720000.0,0.0,5346000.0,0.0
2007-10-03,61.0,8186000.0,16.0,2199000.0,0.0
2007-10-04,17.0,9178500.0,57.0,3209000.0,0.0
2007-10-05,6.0,10597200.0,2.0,4957000.0,0.0
2007-10-08,88.0,3447600.0,0.0,1810000.0,0.0
2007-10-09,44.0,7416100.0,0.0,2644000.0,0.0
2007-10-10,32.0,4615000.0,2.0,1738000.0,0.0
2007-10-11,180.0,10291400.0,1.0,5113000.0,0.0
2007-10-12,371.0,3604200.0,0.0,2069000.0,0.0
2007-10-15,344.0,6705300.0,0.0,3398000.0,0.0
2007-10-16,151.0,6622900.0,0.0,3370000.0,0.0
2007-10-17,45.0,9355300.0,0.0,2734000.0,0.0
2007-10-18,9.0,5646900.0,0.0,1939000.0,0.0
2007-10-19,7.0,9507800.0,10.0,5533000.0,0.0
2007-10-22,60.0,8636500.0,10.0,2688000.0,0.0
2007-10-23,7.0,3096400.0,10.0,2122000.0,0.0
2007-10-24,55.0,5660600.0,4.0,2647000.0,0.0
2007-10-25,10.0,6487800.0,0.0,5275000.0,0.0
2007-10-26,81.0,8544200.0,0.0,5102000.0,0.0
2007-10-29,9.0,6881000.0,3.0,5450000.0,0.0
