DATE,VALUE,RELEASE_DATE
2024-02-16,-0.452,2024-02-21
2024-02-23,-0.462,2024-02-28
2024-03-01,-0.472,2024-03-06
2024-03-08,-0.481,2024-03-13
2024-03-15,-0.485,2024-03-20
2024-03-22,-0.484,2024-03-27
2024-03-29,-0.476,2024-04-03
2024-04-05,-0.464,2024-04-10
2024-04-12,-0.45,2024-04-17
2024-04-19,-0.438,2024-04-24
2024-04-26,-0.432,2024-05-01
2024-05-03,-0.431,2024-05-08
2024-05-10,-0.432,2024-05-15
2024-05-17,-0.432,2024-05-22
2024-05-24,-0.426,2024-05-29
2024-05-31,-0.414,2024-06-05
2024-06-07,-0.398,2024-06-12
2024-06-14,-0.382,2024-06-19
2024-06-21,-0.371,2024-06-26
2024-06-28,-0.365,2024-07-03
2024-07-05,-0.362,2024-07-10
2024-07-12,-0.359,2024-07-17
2024-07-19,-0.355,2024-07-24
2024-07-26,-0.351,2024-07-31
2024-08-02,-0.351,2024-08-07
2024-08-09,-0.357,2024-08-14
2024-08-16,-0.373,2024-08-21
2024-08-23,-0.394,2024-08-28
2024-08-30,-0.416,2024-09-04
2024-09-06,-0.436,2024-09-11
2024-09-13,-0.452,2024-09-18
2024-09-20,-0.462,2024-09-25
2024-09-27,-0.471,2024-10-02
2024-10-04,-0.479,2024-10-09
2024-10-11,-0.486,2024-10-16
2024-10-18,-0.495,2024-10-23
2024-10-25,-0.504,2024-10-30
2024-11-01,-0.513,2024-11-06
2024-11-08,-0.522,2024-11-13
2024-11-15,-0.529,2024-11-20
2024-11-22,-0.531,2024-11-27
2024-11-29,-0.53,2024-12-04
2024-12-06,-0.526,2024-12-11
2024-12-13,-0.52,2024-12-18
2024-12-20,-0.516,2024-12-25
2024-12-27,-0.518,2025-01-01
2025-01-03,-0.522,2025-01-08
2025-01-10,-0.528,2025-01-15
2025-01-17,-0.531,2025-01-22
2025-01-24,-0.529,2025-01-29
2025-01-31,-0.521,2025-02-05
2025-02-07,-0.506,2025-02-12
2025-02-14,-0.49,2025-02-19
2025-02-21,-0.474,2025-02-26
2025-02-28,-0.461,2025-03-05
2025-03-07,-0.452,2025-03-12
2025-03-14,-0.443,2025-03-19
2025-03-21,-0.433,2025-03-26
2025-03-28,-0.42,2025-04-02
2025-04-04,-0.405,2025-04-09
2025-04-11,-0.394,2025-04-16
2025-04-18,-0.394,2025-04-23
2025-04-25,-0.405,2025-04-30
2025-05-02,-0.424,2025-05-07
2025-05-09,-0.447,2025-05-14
2025-05-16,-0.467,2025-05-21
2025-05-23,-0.478,2025-05-28
2025-05-30,-0.483,2025-06-04
2025-06-06,-0.483,2025-06-11
2025-06-13,-0.484,2025-06-18
2025-06-20,-0.488,2025-06-25
2025-06-27,-0.494,2025-07-02
2025-07-04,-0.501,2025-07-09
2025-07-11,-0.506,2025-07-16
2025-07-18,-0.508,2025-07-23
2025-07-25,-0.509,2025-07-30
2025-08-01,-0.509,2025-08-06
2025-08-08,-0.511,2025-08-13
2025-08-15,-0.514,2025-08-20
2025-08-22,-0.515,2025-08-27
2025-08-29,-0.517,2025-09-03
2025-09-05,-0.52,2025-09-10
2025-09-12,-0.525,2025-09-17
2025-09-19,-0.531,2025-09-24
2025-09-26,-0.539,2025-10-01
2025-10-03,-0.547,2025-10-08
2025-10-10,-0.552,2025-10-15
2025-10-17,-0.553,2025-10-22
2025-10-24,-0.553,2025-10-29
2025-10-31,-0.552,2025-11-05
2025-11-07,-0.553,2025-11-12
2025-11-14,-0.555,2025-11-19
2025-11-21,-0.555,2025-11-26
2025-11-28,-0.555,2025-12-03
2025-12-05,-0.554,2025-12-10
2025-12-12,-0.552,2025-12-17
2025-12-19,-0.555,2025-12-24
2025-12-26,-0.563,2025-12-31
2026-01-02,-0.573,2026-01-07
2026-01-09,-0.582,2026-01-14
2026-01-16,-0.588,2026-01-21
2026-01-23,-0.587,2026-01-28
2026-01-30,-0.581,2026-02-04
2026-02-06,-0.569,2026-02-11
2026-02-13,-0.554,2026-02-18
2026-02-20,-0.535,2026-02-25
2026-02-27,-0.515,2026-03-04
2026-03-06,-0.492,2026-03-11
2026-03-13,-0.47,2026-03-18
2026-03-20,-0.452,2026-03-25
2026-03-27,-0.438,2026-04-01
2026-04-03,-0.433,2026-04-08
