date,USDC_mcap_usd
2019-03-12,240423514.0
2019-03-13,240437968.0
2019-03-14,240422497.0
2019-03-15,240513625.0
2019-03-16,239345064.0
2019-03-17,239344534.0
2019-03-18,239327277.0
2019-03-19,239721137.0
2019-03-20,239918625.0
2019-03-21,240475814.0
2019-03-22,243585990.0
2019-03-23,244405810.0
2019-03-24,244872923.0
2019-03-25,245251046.0
2019-03-26,246145168.0
2019-03-27,245379677.0
2019-03-28,245682152.0
2019-03-29,246138899.0
2019-03-30,246303027.0
2019-03-31,245988549.0
2019-04-01,245902628.0
2019-04-02,252624787.0
2019-04-03,256659242.0
2019-04-04,256254858.0
2019-04-05,257098013.0
2019-04-06,260432906.0
2019-04-07,260445582.0
2019-04-08,260638631.0
2019-04-09,260973619.0
2019-04-10,266158130.0
2019-04-11,262734805.0
2019-04-12,259043710.0
2019-04-13,259247873.0
2019-04-14,259435352.0
2019-04-15,259446297.0
2019-04-16,259384911.0
2019-04-17,259299482.0
2019-04-18,255904007.0
2019-04-19,252011054.0
2019-04-20,251997680.0
2019-04-21,251980940.0
2019-04-22,251351720.0
2019-04-23,251735513.0
2019-04-24,251760339.0
2019-04-25,252145266.0
2019-04-26,256155523.0
2019-04-27,261850518.0
2019-04-28,291843495.0
2019-04-29,291622029.0
2019-04-30,291583036.0
2019-05-01,291684313.0
2019-05-02,293581232.0
2019-05-03,292898324.0
2019-05-04,295462175.0
2019-05-05,298679129.0
2019-05-06,299452303.0
2019-05-07,301725126.0
2019-05-08,306390030.0
2019-05-09,313304893.0
2019-05-10,324222002.0
2019-05-11,326417357.0
2019-05-12,327108851.0
2019-05-13,327104229.0
2019-05-14,337193310.0
2019-05-15,347497236.0
2019-05-16,351623870.0
2019-05-17,356246056.0
2019-05-18,358499847.0
2019-05-19,358387825.0
2019-05-20,357670904.0
2019-05-21,357843174.0
2019-05-22,358435329.0
2019-05-23,359622478.0
2019-05-24,359550367.0
2019-05-25,359751443.0
2019-05-26,361589566.0
2019-05-27,362106781.0
2019-05-28,361517167.0
2019-05-29,360258047.0
2019-05-30,358843359.0
2019-05-31,329728608.0
2019-06-01,332877233.0
2019-06-02,333752965.0
2019-06-03,333715421.0
2019-06-04,334367197.0
2019-06-05,335078176.0
2019-06-06,336232230.0
2019-06-07,337533436.0
2019-06-08,337495870.0
2019-06-09,337493404.0
2019-06-10,337510132.0
2019-06-11,340120879.0
2019-06-12,340012661.0
2019-06-13,341186658.0
2019-06-14,343470940.0
2019-06-15,343664635.0
2019-06-16,344152824.0
2019-06-17,343676003.0
2019-06-18,342163562.0
2019-06-19,341838639.0
2019-06-20,346208476.0
2019-06-21,346879377.0
2019-06-22,343306401.0
2019-06-23,342598962.0
2019-06-24,344079010.0
2019-06-25,346116868.0
2019-06-26,344985307.0
2019-06-27,353933898.0
2019-06-28,360296756.0
2019-06-29,363288305.0
2019-06-30,365988769.0
2019-07-01,365817341.0
2019-07-02,367304917.0
2019-07-03,369480937.0
2019-07-04,366531958.0
2019-07-05,366573270.0
2019-07-06,367096485.0
2019-07-07,369287726.0
2019-07-08,369269681.0
2019-07-09,375624614.0
2019-07-10,375118553.0
2019-07-11,377355794.0
2019-07-12,377319322.0
2019-07-13,381241205.0
2019-07-14,381732327.0
2019-07-15,381897453.0
2019-07-16,382693186.0
2019-07-17,402729440.0
2019-07-18,423473726.0
2019-07-19,422363494.0
2019-07-20,404521211.0
2019-07-21,404655585.0
2019-07-22,404216328.0
2019-07-23,404970069.0
2019-07-24,403366211.0
2019-07-25,421092447.0
2019-07-26,420165331.0
2019-07-27,423072340.0
2019-07-28,423020198.0
2019-07-29,423005442.0
2019-07-30,436283752.0
2019-07-31,436404605.0
2019-08-01,435311473.0
2019-08-02,428326985.0
2019-08-03,421822767.0
2019-08-04,422934750.0
2019-08-05,421973022.0
2019-08-06,429731224.0
2019-08-07,432496414.0
2019-08-08,431972381.0
2019-08-09,431845773.0
2019-08-10,421157155.0
2019-08-11,423186166.0
2019-08-12,422866515.0
2019-08-13,422260002.0
2019-08-14,421214437.0
2019-08-15,418415908.0
2019-08-16,418460075.0
2019-08-17,420045322.0
2019-08-18,419038831.0
2019-08-19,419868419.0
2019-08-20,417515666.0
2019-08-21,416023534.0
2019-08-22,438219467.0
2019-08-23,438713125.0
2019-08-24,437941226.0
2019-08-25,436859997.0
2019-08-26,436195300.0
2019-08-27,428519797.0
2019-08-28,424369801.0
2019-08-29,424683984.0
2019-08-30,448452593.0
2019-08-31,452419487.0
2019-09-01,452428072.0
2019-09-02,452413946.0
2019-09-03,443452758.0
2019-09-04,442171906.0
2019-09-05,428450819.0
2019-09-06,451791010.0
2019-09-07,445232029.0
2019-09-08,445509316.0
2019-09-09,442376632.0
2019-09-10,438697811.0
2019-09-11,437711128.0
2019-09-12,434972426.0
2019-09-13,433836611.0
2019-09-14,426869924.0
2019-09-15,426401678.0
2019-09-16,425847567.0
2019-09-17,421413662.0
2019-09-18,412914020.0
2019-09-19,402992023.0
2019-09-20,399942463.0
2019-09-21,393136351.0
2019-09-22,392550202.0
2019-09-23,392163805.0
2019-09-24,388697809.0
2019-09-25,387621672.0
2019-09-26,415683471.0
2019-09-27,417581960.0
2019-09-28,424356030.0
2019-09-29,428465344.0
2019-09-30,427689979.0
2019-10-01,426783476.0
2019-10-02,425078740.0
2019-10-03,455726852.0
2019-10-04,473561867.0
2019-10-05,474228189.0
2019-10-06,474032948.0
2019-10-07,473614439.0
2019-10-08,469359931.0
2019-10-09,465782852.0
2019-10-10,461220659.0
2019-10-11,451796885.0
2019-10-12,467081703.0
2019-10-13,467067508.0
2019-10-14,467061348.0
2019-10-15,466935012.0
2019-10-16,469068028.0
2019-10-17,473380866.0
2019-10-18,473099659.0
2019-10-19,473920654.0
2019-10-20,474269373.0
2019-10-21,474220641.0
2019-10-22,476325471.0
2019-10-23,460925875.0
2019-10-24,462962812.0
2019-10-25,477414570.0
2019-10-26,481488568.0
2019-10-27,480945151.0
2019-10-28,475180657.0
2019-10-29,473190303.0
2019-10-30,470717130.0
2019-10-31,466272090.0
2019-11-01,462015843.0
2019-11-02,454513565.0
2019-11-03,468605752.0
2019-11-04,467034517.0
2019-11-05,446446123.0
2019-11-06,468005308.0
2019-11-07,458302373.0
2019-11-08,455935456.0
2019-11-09,452704893.0
2019-11-10,452172599.0
2019-11-11,451662057.0
2019-11-12,450395901.0
2019-11-13,449566268.0
2019-11-14,447205866.0
2019-11-15,439137903.0
2019-11-16,438712842.0
2019-11-17,441438236.0
2019-11-18,441387718.0
2019-11-19,441757795.0
2019-11-20,439684403.0
2019-11-21,430637524.0
2019-11-22,441812625.0
2019-11-23,441423130.0
2019-11-24,443513861.0
2019-11-25,443480963.0
2019-11-26,457785767.0
2019-11-27,458893971.0
2019-11-28,464478710.0
2019-11-29,455201600.0
2019-11-30,452854020.0
2019-12-01,455125432.0
2019-12-02,456348133.0
2019-12-03,457076080.0
2019-12-04,445070649.0
2019-12-05,462753667.0
2019-12-06,463201009.0
2019-12-07,463430732.0
2019-12-08,462910608.0
2019-12-09,462227350.0
2019-12-10,482937760.0
2019-12-11,478938906.0
2019-12-12,474730688.0
2019-12-13,474137899.0
2019-12-14,472241784.0
2019-12-15,472322413.0
2019-12-16,473533014.0
2019-12-17,465329802.0
2019-12-18,460191065.0
2019-12-19,472237266.0
2019-12-20,508292307.0
2019-12-21,521354342.0
2019-12-22,520869964.0
2019-12-23,521290092.0
2019-12-24,520036652.0
2019-12-25,516567080.0
2019-12-26,515962435.0
2019-12-27,515683191.0
2019-12-28,517886404.0
2019-12-29,517423577.0
2019-12-30,518201964.0
2019-12-31,516519795.0
2020-01-01,516597712.0
2020-01-02,514892050.0
2020-01-03,519915526.0
2020-01-04,518840356.0
2020-01-05,518952466.0
2020-01-06,517973272.0
2020-01-07,513964831.0
2020-01-08,490317289.0
2020-01-09,469784290.0
2020-01-10,461732415.0
2020-01-11,458520665.0
2020-01-12,448892630.0
2020-01-13,449197501.0
2020-01-14,447171710.0
2020-01-15,432020884.0
2020-01-16,452134110.0
2020-01-17,448456801.0
2020-01-18,444757303.0
2020-01-19,444284972.0
2020-01-20,444638589.0
2020-01-21,444694131.0
2020-01-22,447471889.0
2020-01-23,458243977.0
2020-01-24,449166380.0
2020-01-25,449600266.0
2020-01-26,449476884.0
2020-01-27,449139167.0
2020-01-28,445977555.0
2020-01-29,446882008.0
2020-01-30,447850721.0
2020-01-31,442466921.0
2020-02-01,440802894.0
2020-02-02,438558615.0
2020-02-03,438330505.0
2020-02-04,437557126.0
2020-02-05,435829632.0
2020-02-06,426708639.0
2020-02-07,426671374.0
2020-02-08,423899681.0
2020-02-09,421470435.0
2020-02-10,426484983.0
2020-02-11,422144696.0
2020-02-12,420429610.0
2020-02-13,430565815.0
2020-02-14,429206851.0
2020-02-15,429538978.0
2020-02-16,429266918.0
2020-02-17,430850992.0
2020-02-18,430318295.0
2020-02-19,432640417.0
2020-02-20,434416693.0
2020-02-21,425180739.0
2020-02-22,424407128.0
2020-02-23,425934495.0
2020-02-24,424523238.0
2020-02-25,427141133.0
2020-02-26,428152155.0
2020-02-27,430280212.0
2020-02-28,442683071.0
2020-02-29,444737275.0
2020-03-01,444538918.0
2020-03-02,445667652.0
2020-03-03,457244830.0
2020-03-04,468968353.0
2020-03-05,468927308.0
2020-03-06,462571693.0
2020-03-07,462713792.0
2020-03-08,464653647.0
2020-03-09,460681051.0
2020-03-10,460225304.0
2020-03-11,457583949.0
2020-03-12,467915568.0
2020-03-13,518795788.0
2020-03-14,563821752.0
2020-03-15,564599306.0
2020-03-16,604610635.0
2020-03-17,606271146.0
2020-03-18,626587117.0
2020-03-19,628140653.0
2020-03-20,651712527.0
2020-03-21,646624347.0
2020-03-22,668188337.0
2020-03-23,669658761.0
2020-03-24,670753144.0
2020-03-25,689313852.0
2020-03-26,688998448.0
2020-03-27,686111344.0
2020-03-28,685378083.0
2020-03-29,689133981.0
2020-03-30,693876956.0
2020-03-31,691237918.0
2020-04-01,693220681.0
2020-04-02,695999747.0
2020-04-03,693825978.0
2020-04-04,702995459.0
2020-04-05,702183762.0
2020-04-06,700351786.0
2020-04-07,686220119.0
2020-04-08,697129228.0
2020-04-09,713025412.0
2020-04-10,711749677.0
2020-04-11,710557997.0
2020-04-12,710605126.0
2020-04-13,717420224.0
2020-04-14,725680674.0
2020-04-15,735203086.0
2020-04-16,735988497.0
2020-04-17,731850213.0
2020-04-18,725926636.0
2020-04-19,728802965.0
2020-04-20,726847322.0
2020-04-21,735999651.0
2020-04-22,725055954.0
2020-04-23,726234993.0
2020-04-24,731974511.0
2020-04-25,753828820.0
2020-04-26,756062774.0
2020-04-27,755111871.0
2020-04-28,752281854.0
2020-04-29,731366478.0
2020-04-30,726001388.0
2020-05-01,726339842.0
2020-05-02,712603897.0
2020-05-03,711461082.0
2020-05-04,710346519.0
2020-05-05,710793062.0
2020-05-06,714139098.0
2020-05-07,711778609.0
2020-05-08,722023647.0
2020-05-09,721261346.0
2020-05-10,722268680.0
2020-05-11,746986295.0
2020-05-12,745026108.0
2020-05-13,748338008.0
2020-05-14,769698234.0
2020-05-15,726205938.0
2020-05-16,727130463.0
2020-05-17,724661419.0
2020-05-18,726279461.0
2020-05-19,724994741.0
2020-05-20,726086024.0
2020-05-21,733473516.0
2020-05-22,730845883.0
2020-05-23,730001403.0
2020-05-24,730880485.0
2020-05-25,728156160.0
2020-05-26,738174061.0
2020-05-27,738446277.0
2020-05-28,740107623.0
2020-05-29,744293975.0
2020-05-30,746020198.0
2020-05-31,747124387.0
2020-06-01,732150217.0
2020-06-02,729757861.0
2020-06-03,741158313.0
2020-06-04,737553656.0
2020-06-05,739424343.0
2020-06-06,738419598.0
2020-06-07,740762681.0
2020-06-08,739704499.0
2020-06-09,745158033.0
2020-06-10,744872916.0
2020-06-11,733633527.0
2020-06-12,734705830.0
2020-06-13,733293831.0
2020-06-14,742538868.0
2020-06-15,742292747.0
2020-06-16,752372162.0
2020-06-17,771764657.0
2020-06-18,802944493.0
2020-06-19,830636248.0
2020-06-20,882367707.0
2020-06-21,912533594.0
2020-06-22,933298872.0
2020-06-23,951762279.0
2020-06-24,945441841.0
2020-06-25,940124658.0
2020-06-26,941549149.0
2020-06-27,953580579.0
2020-06-28,984604097.0
2020-06-29,984899581.0
2020-06-30,981974100.0
2020-07-01,986360474.0
2020-07-02,1001687048.0
2020-07-03,998027103.0
2020-07-04,1039334176.0
2020-07-05,1038416512.0
2020-07-06,1039017303.0
2020-07-07,1046503700.0
2020-07-08,1045241768.0
2020-07-09,1069778242.0
2020-07-10,1092234884.0
2020-07-11,1100018699.0
2020-07-12,1108808904.0
2020-07-13,1108342350.0
2020-07-14,1107133398.0
2020-07-15,1100954442.0
2020-07-16,1107994136.0
2020-07-17,1105670920.0
2020-07-18,1105525121.0
2020-07-19,1123580301.0
2020-07-20,1124222592.0
2020-07-21,1109330263.0
2020-07-22,1117656662.0
2020-07-23,1117412376.0
2020-07-24,1111666685.0
2020-07-25,1109062844.0
2020-07-26,1106484358.0
2020-07-27,1166058592.0
2020-07-28,1168067160.0
2020-07-29,1167917744.0
2020-07-30,1165546374.0
2020-07-31,1145335232.0
2020-08-01,1079713382.0
2020-08-02,1087114066.0
2020-08-03,1097449797.0
2020-08-04,1084969023.0
2020-08-05,1082620641.0
2020-08-06,1080663525.0
2020-08-07,1093371177.0
2020-08-08,1108253404.0
2020-08-09,1147426900.0
2020-08-10,1146087516.0
2020-08-11,1123043261.0
2020-08-12,1133850754.0
2020-08-13,1161006417.0
2020-08-14,1177494755.0
2020-08-15,1205711262.0
2020-08-16,1201078658.0
2020-08-17,1202780393.0
2020-08-18,1218933979.0
2020-08-19,1246578444.0
2020-08-20,1276066354.0
2020-08-21,1308639524.0
2020-08-22,1331937325.0
2020-08-23,1337354145.0
2020-08-24,1355621233.0
2020-08-25,1362784250.0
2020-08-26,1382944810.0
2020-08-27,1400055981.0
2020-08-28,1425062753.0
2020-08-29,1426971000.0
2020-08-30,1461801399.0
2020-08-31,1474977048.0
2020-09-01,1477999422.0
2020-09-02,1523728181.0
2020-09-03,1522951577.0
2020-09-04,1586480719.0
2020-09-05,1652877903.0
2020-09-06,1692102875.0
2020-09-07,1732078007.0
2020-09-08,1781553302.0
2020-09-09,1793153367.0
2020-09-10,1837064695.0
2020-09-11,1849448528.0
2020-09-12,1916836794.0
2020-09-13,1956703144.0
2020-09-14,1997198304.0
2020-09-15,2019501256.0
2020-09-16,2077315390.0
2020-09-17,2082634563.0
2020-09-18,2109682404.0
2020-09-19,2180840808.0
2020-09-20,2285203417.0
2020-09-21,2343766956.0
2020-09-22,2394680063.0
2020-09-23,2398435328.0
2020-09-24,2441320717.0
2020-09-25,2507851671.0
2020-09-26,2511426370.0
2020-09-27,2551406259.0
2020-09-28,2600077490.0
2020-09-29,2544473188.0
2020-09-30,2539063885.0
2020-10-01,2533902793.0
2020-10-02,2536907170.0
2020-10-03,2595297562.0
2020-10-04,2638048549.0
2020-10-05,2646000562.0
2020-10-06,2665620779.0
2020-10-07,2673259510.0
2020-10-08,2710421277.0
2020-10-09,2814977787.0
2020-10-10,2818108221.0
2020-10-11,2863229268.0
2020-10-12,2860196280.0
2020-10-13,2848277736.0
2020-10-14,2782961334.0
2020-10-15,2754688239.0
2020-10-16,2744534535.0
2020-10-17,2709684291.0
2020-10-18,2711217131.0
2020-10-19,2733321425.0
2020-10-20,2742215968.0
2020-10-21,2742213335.0
2020-10-22,2809283940.0
2020-10-23,2795961177.0
2020-10-24,2761552279.0
2020-10-25,2792512038.0
2020-10-26,2814954554.0
2020-10-27,2779249100.0
2020-10-28,2816222774.0
2020-10-29,2846041041.0
2020-10-30,2889404113.0
2020-10-31,2893818230.0
2020-11-01,2939549019.0
2020-11-02,2941916894.0
2020-11-03,2946509745.0
2020-11-04,2929676641.0
2020-11-05,2897362191.0
2020-11-06,2884058038.0
2020-11-07,2865838041.0
2020-11-08,2895866877.0
2020-11-09,2883905303.0
2020-11-10,2853339941.0
2020-11-11,2842054288.0
2020-11-12,2845247475.0
2020-11-13,2815125574.0
2020-11-14,2816030976.0
2020-11-15,2834042646.0
2020-11-16,2826838956.0
2020-11-17,2841311467.0
2020-11-18,2789964469.0
2020-11-19,2803971652.0
2020-11-20,2801881749.0
2020-11-21,2815683135.0
2020-11-22,2851864799.0
2020-11-23,2887621126.0
2020-11-24,2877345881.0
2020-11-25,2864825051.0
2020-11-26,2880745350.0
2020-11-27,2900747364.0
2020-11-28,2911102924.0
2020-11-29,2978517915.0
2020-11-30,2974734796.0
2020-12-01,2972700925.0
2020-12-02,2984040812.0
2020-12-03,2972606122.0
2020-12-04,2978729977.0
2020-12-05,3026963539.0
2020-12-06,3050659502.0
2020-12-07,3085248974.0
2020-12-08,3069719667.0
2020-12-09,3083526297.0
2020-12-10,3091066781.0
2020-12-11,3092572545.0
2020-12-12,3146985921.0
2020-12-13,3224048173.0
2020-12-14,3268275283.0
2020-12-15,3283636437.0
2020-12-16,3286581087.0
2020-12-17,3313438747.0
2020-12-18,3288966738.0
2020-12-19,3298370829.0
2020-12-20,3384564371.0
2020-12-21,3364288860.0
2020-12-22,3362730619.0
2020-12-23,3380941275.0
2020-12-24,3448424019.0
2020-12-25,3552136986.0
2020-12-26,3551176703.0
2020-12-27,3562211175.0
2020-12-28,3622466443.0
2020-12-29,3671915731.0
2020-12-30,3716225329.0
2020-12-31,3706429867.0
2021-01-01,3912904542.0
2021-01-02,4108062433.0
2021-01-03,4177113741.0
2021-01-04,4318339841.0
2021-01-05,4358020291.0
2021-01-06,4278750212.0
2021-01-07,4449904491.0
2021-01-08,4577910558.0
2021-01-09,4661438740.0
2021-01-10,4797659931.0
2021-01-11,4739427618.0
2021-01-12,4763226681.0
2021-01-13,4753023461.0
2021-01-14,4783448899.0
2021-01-15,4829830036.0
2021-01-16,4987046859.0
2021-01-17,5077567644.0
2021-01-18,5082665837.0
2021-01-19,5135636669.0
2021-01-20,5225182128.0
2021-01-21,5352905443.0
2021-01-22,5412225745.0
2021-01-23,5524837032.0
2021-01-24,5593182558.0
2021-01-25,5590009066.0
2021-01-26,5473643218.0
2021-01-27,5450842922.0
2021-01-28,5578912997.0
2021-01-29,5764361009.0
2021-01-30,5846953423.0
2021-01-31,5859422521.0
2021-02-01,5910175945.0
2021-02-02,5973595281.0
2021-02-03,6000843093.0
2021-02-04,6147802783.0
2021-02-05,6267691040.0
2021-02-06,6357013405.0
2021-02-07,6474065610.0
2021-02-08,6553273763.0
2021-02-09,6518000823.0
2021-02-10,6745657889.0
2021-02-11,6829745740.0
2021-02-12,7003477312.0
2021-02-13,7101233824.0
2021-02-14,7343818601.0
2021-02-15,7486771722.0
2021-02-16,7443119084.0
2021-02-17,7256220480.0
2021-02-18,7294788699.0
2021-02-19,7388030747.0
2021-02-20,7645031944.0
2021-02-21,7825613199.0
2021-02-22,7803825130.0
2021-02-23,8111769166.0
2021-02-24,8224938126.0
2021-02-25,8407132729.0
2021-02-26,8539555760.0
2021-02-27,8845426100.0
2021-02-28,8940467840.0
2021-03-01,9031079353.0
2021-03-02,8939495700.0
2021-03-03,8865649891.0
2021-03-04,8799157458.0
2021-03-05,8778991353.0
2021-03-06,8932240877.0
2021-03-07,9142429930.0
2021-03-08,9162719503.0
2021-03-09,9110866999.0
2021-03-10,9131349703.0
2021-03-11,9219625050.0
2021-03-12,9300395539.0
2021-03-13,9461251916.0
2021-03-14,9442060703.0
2021-03-15,9516069579.0
2021-03-16,9524386934.0
2021-03-17,9572795725.0
2021-03-18,9677787468.0
2021-03-19,9804533357.0
2021-03-20,10000638306.0
2021-03-21,10033128619.0
2021-03-22,10153875602.0
2021-03-23,10324918521.0
2021-03-24,10308188647.0
2021-03-25,10431237710.0
2021-03-26,10662669989.0
2021-03-27,10833025250.0
2021-03-28,10923641969.0
2021-03-29,10952357285.0
2021-03-30,10770164342.0
2021-03-31,10888346539.0
2021-04-01,10828130503.0
2021-04-02,10910547354.0
2021-04-03,10751466471.0
2021-04-04,10946433079.0
2021-04-05,10918801267.0
2021-04-06,11033570163.0
2021-04-07,10986219747.0
2021-04-08,11033411590.0
2021-04-09,11180168578.0
2021-04-10,11186033696.0
2021-04-11,11166165560.0
2021-04-12,11118030197.0
2021-04-13,11009729529.0
2021-04-14,11310440385.0
2021-04-15,11535583495.0
2021-04-16,11812432632.0
2021-04-17,12115983663.0
2021-04-18,12483647552.0
2021-04-19,12639137279.0
2021-04-20,12930239054.0
2021-04-21,12987391569.0
2021-04-22,13043977700.0
2021-04-23,12988860201.0
2021-04-24,13411122530.0
2021-04-25,13590355337.0
2021-04-26,13630330298.0
2021-04-27,13836785645.0
2021-04-28,13822975633.0
2021-04-29,13915412068.0
2021-04-30,13916570668.0
2021-05-01,14005444843.0
2021-05-02,14062872290.0
2021-05-03,14042296759.0
2021-05-04,14009748555.0
2021-05-05,14339394587.0
2021-05-06,14493174963.0
2021-05-07,14537012168.0
2021-05-08,14595495830.0
2021-05-09,14854492488.0
2021-05-10,15084907372.0
2021-05-11,15129779105.0
2021-05-12,15169491544.0
2021-05-13,15233860869.0
2021-05-14,15406742576.0
2021-05-15,15674809138.0
2021-05-16,15876014069.0
2021-05-17,15871710143.0
2021-05-18,16201756774.0
2021-05-19,16336061648.0
2021-05-20,16978168513.0
2021-05-21,17808298067.0
2021-05-22,18907721005.0
2021-05-23,19272769589.0
2021-05-24,19819733509.0
2021-05-25,20129350332.0
2021-05-26,20298460835.0
2021-05-27,20933949207.0
2021-05-28,21314460474.0
2021-05-29,21488782550.0
2021-05-30,21597915268.0
2021-05-31,21804393702.0
2021-06-01,22016650629.0
2021-06-02,22051151006.0
2021-06-03,22072022033.0
2021-06-04,22103354297.0
2021-06-05,22178155976.0
2021-06-06,22259877856.0
2021-06-07,22397581400.0
2021-06-08,22327443676.0
2021-06-09,22532015851.0
2021-06-10,22523679743.0
2021-06-11,22723444934.0
2021-06-12,22853962822.0
2021-06-13,22918644321.0
2021-06-14,23074734566.0
2021-06-15,23114348913.0
2021-06-16,23170626520.0
2021-06-17,23268904689.0
2021-06-18,23225391282.0
2021-06-19,23516402050.0
2021-06-20,23672636545.0
2021-06-21,23759863777.0
2021-06-22,24383420530.0
2021-06-23,24571507369.0
2021-06-24,24753912152.0
2021-06-25,24862198755.0
2021-06-26,25010707739.0
2021-06-27,25070575007.0
2021-06-28,25260194155.0
2021-06-29,24687952275.0
2021-06-30,24573756744.0
2021-07-01,24381470184.0
2021-07-02,24439450888.0
2021-07-03,24654720307.0
2021-07-04,24686785714.0
2021-07-05,24671631080.0
2021-07-06,24744825005.0
2021-07-07,24955768209.0
2021-07-08,25042262564.0
2021-07-09,25110227234.0
2021-07-10,25250790004.0
2021-07-11,25271561170.0
2021-07-12,25271742837.0
2021-07-13,25717273665.0
2021-07-14,25721428808.0
2021-07-15,25294025007.0
2021-07-16,25583613001.0
2021-07-17,25719555638.0
2021-07-18,25792550926.0
2021-07-19,25859342389.0
2021-07-20,25966619854.0
2021-07-21,25994113785.0
2021-07-22,26087221284.0
2021-07-23,26119242440.0
