date,equity_call,equity_put,equity_total,equity_pcr
2008-12-26,429376,278407,707783,0.65
2008-12-29,727955,449706,1177661,0.62
2008-12-30,818764,523990,1342754,0.64
2008-12-31,812165,490044,1302209,0.6
2009-01-02,964210,638643,1602853,0.66
2009-01-05,1321952,891631,2213583,0.67
2009-01-06,1474737,1075719,2550456,0.73
2009-01-07,1132997,1135307,2268304,1.0
2009-01-08,617067,537881,1154948,0.87
2009-01-09,1096044,950303,2046347,0.87
2009-01-12,1147569,1133904,2281473,0.99
2009-01-13,1187578,1104906,2292484,0.93
2009-01-14,1325107,1275409,2600516,0.96
2009-01-15,1723452,1730207,3453659,1.0
2009-01-16,1693602,1384885,3078487,0.82
2009-01-20,1534667,1358689,2893356,0.89
2009-01-21,1427942,1130526,2558468,0.79
2009-01-22,1477597,1116828,2594425,0.76
2009-01-23,1564509,1026191,2590700,0.66
2009-01-26,1265678,832083,2097761,0.66
2009-01-27,1135822,782917,1918739,0.69
2009-01-28,1447189,895809,2342998,0.62
2009-01-29,1073619,924098,1997717,0.86
2009-01-30,1091033,933167,2024200,0.86
2009-02-02,1114338,841196,1955534,0.75
2009-02-03,1119821,860276,1980097,0.77
2009-02-04,1234221,966799,2201020,0.78
2009-02-05,1532511,1120016,2652527,0.73
2009-02-06,1655163,989182,2644345,0.6
2009-02-09,1323210,839517,2162727,0.63
2009-02-10,1415864,1076257,2492121,0.76
2009-02-11,1107140,892960,2000100,0.81
2009-02-12,1209800,1059106,2268906,0.88
2009-02-13,992975,722403,1715378,0.73
2009-02-17,1240834,1157538,2398372,0.93
2009-02-18,1251244,1098962,2350206,0.88
2009-02-19,1247849,1190871,2438720,0.95
2009-02-20,1924048,1594599,3518647,0.83
2009-02-23,1336108,1063709,2399817,0.8
2009-02-24,1518117,986214,2504331,0.65
2009-02-25,1243804,803362,2047166,0.65
2009-02-26,1282372,840644,2123016,0.66
2009-02-27,1362982,954638,2317620,0.7
2009-03-02,1321989,1136676,2458665,0.86
2009-03-03,1264268,963403,2227671,0.76
2009-03-04,1487913,1249066,2736979,0.84
2009-03-05,1352091,1216788,2568879,0.9
2009-03-06,1416349,1175214,2591563,0.83
2009-03-09,1273119,778499,2051618,0.61
2009-03-10,1784728,1015634,2800362,0.57
2009-03-11,1518907,998908,2517815,0.66
2009-03-12,1815147,1114609,2929756,0.61
2009-03-13,1568108,951522,2519630,0.61
2009-03-16,1834848,1273360,3108208,0.69
2009-03-17,1612200,1061665,2673865,0.66
2009-03-18,2723061,1457498,4180559,0.54
2009-03-19,2361107,1319451,3680558,0.56
2009-03-20,1868126,1357148,3225274,0.73
2009-03-23,2211395,1161268,3372663,0.53
2009-03-24,1603529,983376,2586905,0.61
2009-03-25,1529932,973379,2503311,0.64
2009-03-26,1434339,956087,2390426,0.67
2009-03-27,1058639,785890,1844529,0.74
2009-03-30,1233923,984652,2218575,0.8
2009-03-31,1219278,801718,2020996,0.66
2009-04-01,1310244,925342,2235586,0.71
2009-04-02,2165100,1278451,3443551,0.59
2009-04-03,1536751,1031969,2568720,0.67
2009-04-06,1328221,929204,2257425,0.7
2009-04-07,1189872,922691,2112563,0.78
2009-04-08,1444370,937242,2381612,0.65
2009-04-09,2315645,1319985,3635630,0.57
2009-04-13,2393405,1219880,3613285,0.51
2009-04-14,2553851,1455699,4009550,0.57
2009-04-15,1972587,1193465,3166052,0.61
2009-04-16,2489501,1494417,3983918,0.6
2009-04-17,3007023,1681874,4688897,0.56
2009-04-20,2116790,1676254,3793044,0.79
2009-04-21,1847620,1228829,3076449,0.67
2009-04-22,1951323,1250575,3201898,0.64
2009-04-23,1555674,1143141,2698815,0.73
2009-04-24,1727367,1157182,2884549,0.67
2009-04-27,1738229,1129648,2867877,0.65
2009-04-28,1407745,963340,2371085,0.68
2009-04-29,1553160,955209,2508369,0.62
2009-04-30,1804634,1153306,2957940,0.64
2009-05-01,1375729,808176,2183905,0.59
2009-05-04,2026006,1091214,3117220,0.54
2009-05-05,1758167,1030504,2788671,0.59
2009-05-06,2633006,1540412,4173418,0.59
2009-05-07,2708646,1819998,4528644,0.67
2009-05-08,2395502,1477550,3873052,0.62
2009-05-11,1845898,1164357,3010255,0.63
2009-05-12,2092020,1393858,3485878,0.67
2009-05-13,2019107,1351616,3370723,0.67
2009-05-14,1830615,1130694,2961309,0.62
2009-05-15,1920340,1203479,3123819,0.63
2009-05-18,1666226,918223,2584449,0.55
2009-05-19,1545614,966222,2511836,0.63
2009-05-20,1844633,1174194,3018827,0.64
2009-05-21,1494672,1140033,2634705,0.76
2009-05-22,1213634,751206,1964840,0.62
2009-05-26,1493500,802536,2296036,0.54
2009-05-27,1375594,979443,2355037,0.71
2009-05-28,1628794,970575,2599369,0.6
2009-05-29,1487152,891443,2378595,0.6
2009-06-01,2093135,1177181,3270316,0.56
2009-06-02,1553063,972110,2525173,0.63
2009-06-03,1344801,1017630,2362431,0.76
2009-06-04,1445426,910306,2355732,0.63
2009-06-05,1441035,865819,2306854,0.6
2009-06-08,1176544,883672,2060216,0.75
2009-06-09,1358635,899132,2257767,0.66
2009-06-10,1436674,1036557,2473231,0.72
2009-06-11,1756471,965395,2721866,0.55
2009-06-12,1456987,962828,2419815,0.66
2009-06-15,1617341,967507,2584848,0.6
2009-06-16,1389736,1108844,2498580,0.8
2009-06-17,1728561,1514494,3243055,0.88
2009-06-18,1517789,1154208,2671997,0.76
2009-06-19,2034061,1331328,3365389,0.65
2009-06-22,1423971,1025648,2449619,0.72
2009-06-23,1255240,964372,2219612,0.77
2009-06-24,1208481,748379,1956860,0.62
2009-06-25,1105436,825510,1930946,0.75
2009-06-26,939349,650514,1589863,0.69
2009-06-29,875729,631498,1507227,0.72
2009-06-30,933140,767336,1700476,0.82
2009-07-01,895148,659250,1554398,0.74
2009-07-02,988877,707096,1695973,0.72
2009-07-06,1142916,826932,1969848,0.72
2009-07-07,1086587,922971,2009558,0.85
2009-07-08,1425308,1230172,2655480,0.86
2009-07-09,1036295,824059,1860354,0.8
2009-07-10,1018148,783471,1801619,0.77
2009-07-13,1356049,931502,2287551,0.69
2009-07-14,1226073,957822,2183895,0.78
2009-07-15,2163851,1313651,3477502,0.61
2009-07-16,2002998,1219314,3222312,0.61
2009-07-17,2528980,1464050,3993030,0.58
2009-07-20,2015491,1198907,3214398,0.59
2009-07-21,1544718,942693,2487411,0.61
2009-07-22,1393927,942481,2336408,0.68
2009-07-23,1944104,1275285,3219389,0.66
2009-07-24,1299828,1014072,2313900,0.78
2009-07-27,1310069,705151,2015220,0.54
2009-07-28,1514109,954465,2468574,0.63
2009-07-29,1407056,873706,2280762,0.62
2009-07-30,2277048,1150810,3427858,0.51
2009-07-31,1317780,847014,2164794,0.64
2009-08-03,1616843,997889,2614732,0.62
2009-08-04,1531070,881340,2412410,0.58
2009-08-05,2082497,1072450,3154947,0.51
2009-08-06,1661167,1104430,2765597,0.66
2009-08-07,2232432,1101859,3334291,0.49
2009-08-10,1431739,806445,2238184,0.56
2009-08-11,1673499,1078042,2751541,0.64
2009-08-12,1520786,927621,2448407,0.61
2009-08-13,1639190,833766,2472956,0.51
2009-08-14,1357174,806399,2163573,0.59
2009-08-17,1366925,964779,2331704,0.71
2009-08-18,1374442,866931,2241373,0.63
2009-08-19,1584221,982897,2567118,0.62
2009-08-20,1861175,936086,2797261,0.5
2009-08-21,2498097,974371,3472468,0.39
2009-08-24,2001850,1042470,3044320,0.52
2009-08-25,1477666,878808,2356474,0.59
2009-08-26,1246492,802057,2048549,0.64
2009-08-27,1688124,996694,2684818,0.59
2009-08-28,1762584,1020595,2783179,0.58
2009-08-31,1278630,804287,2082917,0.63
2009-09-01,1817293,1245931,3063224,0.69
2009-09-02,1451183,1000321,2451504,0.69
2009-09-03,1371712,790576,2162288,0.58
2009-09-04,1156758,683945,1840703,0.59
2009-09-08,1533971,897902,2431873,0.59
2009-09-09,1618292,896072,2514364,0.55
2009-09-10,1584059,997261,2581320,0.63
2009-09-11,1594557,980775,2575332,0.62
2009-09-14,1678649,927960,2606609,0.55
2009-09-15,2189350,1234886,3424236,0.56
2009-09-16,2718954,1234064,3953018,0.45
2009-09-17,2699444,1427951,4127395,0.53
2009-09-18,2081940,1165652,3247592,0.56
2009-09-21,1477042,950553,2427595,0.64
2009-09-22,1660025,909582,2569607,0.55
2009-09-23,2069855,1249028,3318883,0.6
2009-09-24,1483369,1063091,2546460,0.72
2009-09-25,1284158,742663,2026821,0.58
2009-09-28,951294,566966,1518260,0.6
2009-09-29,1134984,692236,1827220,0.61
2009-09-30,1392525,1011310,2403835,0.73
2009-10-01,1484020,1090378,2574398,0.73
2009-10-02,1533057,1295423,2828480,0.84
2009-10-05,1284856,716008,2000864,0.56
2009-10-06,1763206,849576,2612782,0.48
2009-10-07,1368857,698659,2067516,0.51
2009-10-08,1872783,985704,2858487,0.53
2009-10-09,1421779,783115,2204894,0.55
2009-10-12,1420478,796673,2217151,0.56
2009-10-13,1596525,890568,2487093,0.56
2009-10-14,2199276,1029066,3228342,0.47
2009-10-15,2229907,1030774,3260681,0.46
2009-10-16,2446545,1332022,3778567,0.54
2009-10-19,1719103,1046607,2765710,0.61
2009-10-20,1490628,1002671,2493299,0.67
2009-10-21,1898780,1043533,2942313,0.55
2009-10-22,1517159,911992,2429151,0.6
2009-10-23,1383381,879095,2262476,0.64
2009-10-26,1536955,993788,2530743,0.65
2009-10-27,1400414,868110,2268524,0.62
2009-10-28,1682297,1164893,2847190,0.69
2009-10-29,1442781,778944,2221725,0.54
2009-10-30,1453948,1158644,2612592,0.8
2009-11-02,1571420,1241901,2813321,0.79
2009-11-03,1342752,932373,2275125,0.69
2009-11-04,1458620,836696,2295316,0.57
2009-11-05,1280040,813108,2093148,0.64
2009-11-06,1173402,746176,1919578,0.64
2009-11-09,1548581,817575,2366156,0.53
2009-11-10,1188318,684196,1872514,0.58
2009-11-11,1381561,725681,2107242,0.53
2009-11-12,1138961,665511,1804472,0.58
2009-11-13,1131509,706325,1837834,0.62
2009-11-16,1521622,852036,2373658,0.56
2009-11-17,1444304,954330,2398634,0.66
2009-11-18,1518959,888900,2407859,0.59
2009-11-19,1352659,993774,2346433,0.73
2009-11-20,1665710,1101992,2767702,0.66
2009-11-23,1661114,856989,2518103,0.52
2009-11-24,1167497,751696,1919193,0.64
2009-11-25,960773,586251,1547024,0.61
2009-11-27,635251,488920,1124171,0.77
2009-11-30,991732,768008,1759740,0.77
2009-12-01,1372674,769856,2142530,0.56
2009-12-02,1303166,720038,2023204,0.55
2009-12-03,1439275,882192,2321467,0.61
2009-12-04,1650666,1092923,2743589,0.66
2009-12-07,1199080,782458,1981538,0.65
2009-12-08,1438064,903358,2341422,0.63
2009-12-09,1262085,733876,1995961,0.58
2009-12-10,1328958,802940,2131898,0.6
2009-12-11,1259776,752577,2012353,0.6
2009-12-14,1486322,905896,2392218,0.61
2009-12-15,1883872,1091699,2975571,0.58
2009-12-16,1809825,1175502,2985327,0.65
2009-12-17,1940194,1296645,3236839,0.67
2009-12-18,1844244,1233917,3078161,0.67
2009-12-21,1491457,747234,2238691,0.5
2009-12-22,1176894,768583,1945477,0.65
2009-12-23,1200615,704282,1904897,0.59
2009-12-24,719406,401030,1120436,0.56
2009-12-28,1044895,548716,1593611,0.53
2009-12-29,984411,617069,1601480,0.63
2009-12-30,942335,598571,1540906,0.64
2009-12-31,906253,560987,1467240,0.62
2010-01-04,1631295,853489,2484784,0.52
2010-01-05,1858932,1043265,2902197,0.56
2010-01-06,1730296,904212,2634508,0.52
2010-01-07,2069059,1024414,3093473,0.5
2010-01-08,1830998,891442,2722440,0.49
2010-01-11,1864880,905193,2770073,0.49
2010-01-12,1872801,1077423,2950224,0.58
2010-01-13,1747717,997962,2745679,0.57
2010-01-14,1859299,978986,2838285,0.53
2010-01-15,2276531,1357994,3634525,0.6
2010-01-19,1703809,955803,2659612,0.56
2010-01-20,1494164,991546,2485710,0.66
2010-01-21,1826546,1282314,3108860,0.7
2010-01-22,1676992,1262928,2939920,0.75
2010-01-25,1230291,784849,2015140,0.64
2010-01-26,1486284,964785,2451069,0.65
2010-01-27,1358678,936852,2295530,0.69
2010-01-28,1372045,887894,2259939,0.65
2010-01-29,1429957,1048683,2478640,0.73
2010-02-01,1120867,652412,1773279,0.58
2010-02-02,1392962,808858,2201820,0.58
2010-02-03,1226287,788278,2014565,0.64
2010-02-04,1515544,1193388,2708932,0.79
2010-02-05,1414090,1122392,2536482,0.79
2010-02-08,964717,699540,1664257,0.73
2010-02-09,1195771,853145,2048916,0.71
2010-02-10,1074470,692520,1766990,0.64
2010-02-11,1202598,892147,2094745,0.74
2010-02-12,1092998,703981,1796979,0.64
2010-02-16,1371100,865981,2237081,0.63
2010-02-17,1407049,861856,2268905,0.61
2010-02-18,1452837,970309,2423146,0.67
2010-02-19,1562444,1038910,2601354,0.66
2010-02-22,1411219,892234,2303453,0.63
2010-02-23,1228126,954065,2182191,0.78
2010-02-24,1204798,804868,2009666,0.67
2010-02-25,1067786,867437,1935223,0.81
2010-02-26,990839,674465,1665304,0.68
2010-03-01,1293910,756161,2050071,0.58
2010-03-02,1382361,786376,2168737,0.57
2010-03-03,1199501,774022,1973523,0.65
2010-03-04,1233632,812456,2046088,0.66
2010-03-05,1505197,788575,2293772,0.52
2010-03-08,1396739,733106,2129845,0.52
2010-03-09,2072336,953166,3025502,0.46
2010-03-10,2142961,1105069,3248030,0.52
2010-03-11,1560541,845802,2406343,0.54
2010-03-12,1655196,841971,2497167,0.51
2010-03-15,1280037,730338,2010375,0.57
2010-03-16,1755785,909437,2665222,0.52
2010-03-17,2031293,1002572,3033865,0.49
2010-03-18,1545661,826696,2372357,0.53
2010-03-19,1921689,1157955,3079644,0.6
2010-03-22,1550170,819697,2369867,0.53
2010-03-23,1636826,946877,2583703,0.58
2010-03-24,1498574,963795,2462369,0.64
2010-03-25,1855080,907600,2762680,0.49
2010-03-26,1231243,743469,1974712,0.6
2010-03-29,1487837,949158,2436995,0.64
2010-03-30,1082762,556388,1639150,0.51
2010-03-31,1367789,697688,2065477,0.51
2010-04-01,1189678,627030,1816708,0.53
2010-04-05,1328954,572678,1901632,0.43
2010-04-06,1690913,742449,2433362,0.44
2010-04-07,1618727,840022,2458749,0.52
2010-04-08,1559574,732676,2292250,0.47
2010-04-09,1680902,803503,2484405,0.48
2010-04-12,2016288,806009,2822297,0.4
2010-04-13,1930766,935973,2866739,0.48
2010-04-14,3137687,1017578,4155265,0.32
2010-04-15,3080508,1110111,4190619,0.36
2010-04-16,3121891,1649512,4771403,0.53
2010-04-19,2229200,1123448,3352648,0.5
2010-04-20,1753190,905513,2658703,0.52
2010-04-21,1996603,1045798,3042401,0.52
2010-04-22,1812676,930536,2743212,0.51
2010-04-23,1767818,848627,2616445,0.48
2010-04-26,2054234,852665,2906899,0.42
2010-04-27,2085895,1199315,3285210,0.57
2010-04-28,1788290,945988,2734278,0.53
2010-04-29,1843390,906214,2749604,0.49
2010-04-30,1691760,1029855,2721615,0.61
2010-05-03,1781450,952849,2734299,0.53
2010-05-04,2022860,1373025,3395885,0.68
2010-05-05,1842132,1291757,3133889,0.7
2010-05-06,2799542,2020646,4820188,0.72
2010-05-07,2220791,1772509,3993300,0.8
2010-05-10,1656149,1045195,2701344,0.63
2010-05-11,1419002,981556,2400558,0.69
2010-05-12,1639510,839257,2478767,0.51
2010-05-13,1501324,857077,2358401,0.57
2010-05-14,1669238,1174989,2844227,0.7
2010-05-17,1523947,1060537,2584484,0.7
2010-05-18,1527969,994570,2522539,0.65
2010-05-19,1591057,1302425,2893482,0.82
2010-05-20,1842471,1760353,3602824,0.96
2010-05-21,2120716,1863997,3984713,0.88
2010-05-24,1232396,792605,2025001,0.64
2010-05-25,1423252,984027,2407279,0.69
2010-05-26,1595275,853172,2448447,0.53
2010-05-27,1268412,659448,1927860,0.52
2010-05-28,922994,539673,1462667,0.58
2010-06-01,969594,588218,1557812,0.61
2010-06-02,1055359,634767,1690126,0.6
2010-06-03,1171913,694691,1866604,0.59
2010-06-04,1203231,719353,1922584,0.6
2010-06-07,1184024,724006,1908030,0.61
2010-06-08,1164630,819951,1984581,0.7
2010-06-09,1298668,955597,2254265,0.74
2010-06-10,1266763,838074,2104837,0.66
2010-06-11,881281,617168,1498449,0.7
2010-06-14,1183695,700951,1884646,0.59
2010-06-15,1243698,690993,1934691,0.56
2010-06-16,1142680,764352,1907032,0.67
2010-06-17,1191990,817501,2009491,0.69
2010-06-18,1416914,895853,2312767,0.63
2010-06-21,1479427,794824,2274251,0.54
2010-06-22,1017734,649261,1666995,0.64
2010-06-23,837873,592391,1430264,0.71
2010-06-24,1018603,834175,1852778,0.82
2010-06-25,992696,645656,1638352,0.65
2010-06-28,807671,552519,1360190,0.68
2010-06-29,1178380,927616,2105996,0.79
2010-06-30,1026119,633363,1659482,0.62
2010-07-01,1350025,1016637,2366662,0.75
2010-07-02,825835,492465,1318300,0.6
2010-07-06,992224,609950,1602174,0.61
2010-07-07,1150190,602882,1753072,0.52
2010-07-08,1128367,626983,1755350,0.56
2010-07-09,1035238,629630,1664868,0.61
2010-07-12,1016963,644961,1661924,0.63
2010-07-13,1691019,887391,2578410,0.52
2010-07-14,1270417,741030,2011447,0.58
2010-07-15,1266977,766551,2033528,0.61
2010-07-16,1516044,1160647,2676691,0.77
2010-07-19,1377514,722787,2100301,0.52
2010-07-20,1321755,679589,2001344,0.51
2010-07-21,1149301,741497,1890798,0.65
2010-07-22,1512658,781835,2294493,0.52
2010-07-23,1200814,663213,1864027,0.55
2010-07-26,1166761,621289,1788050,0.53
2010-07-27,1387879,724137,2112016,0.52
2010-07-28,979689,682090,1661779,0.7
2010-07-29,1208333,787143,1995476,0.65
2010-07-30,897030,548857,1445887,0.61
2010-08-02,1167750,664131,1831881,0.57
2010-08-03,1117125,665751,1782876,0.6
2010-08-04,1146541,648519,1795060,0.57
2010-08-05,1055946,648185,1704131,0.61
2010-08-06,1005016,582553,1587569,0.58
2010-08-09,886850,499994,1386844,0.56
2010-08-10,932585,587596,1520181,0.63
2010-08-11,1226949,914829,2141778,0.75
2010-08-12,1128901,701485,1830386,0.62
2010-08-13,775613,518793,1294406,0.67
2010-08-16,815446,586308,1401754,0.72
2010-08-17,1092171,691409,1783580,0.63
2010-08-18,1077638,720089,1797727,0.67
2010-08-19,1179244,884513,2063757,0.75
2010-08-20,1331720,967871,2299591,0.73
2010-08-23,1531594,595272,2126866,0.39
2010-08-24,1103177,807142,1910319,0.73
2010-08-25,1110123,672091,1782214,0.61
2010-08-26,865809,538041,1403850,0.62
2010-08-27,1029677,575383,1605060,0.56
2010-08-30,714397,414541,1128938,0.58
2010-08-31,829840,617452,1447292,0.74
2010-09-01,1285242,623299,1908541,0.48
2010-09-02,1026434,580990,1607424,0.57
2010-09-03,992145,552964,1545109,0.56
2010-09-07,820489,497177,1317666,0.61
2010-09-08,1041102,557113,1598215,0.54
2010-09-09,968615,577094,1545709,0.6
2010-09-10,796210,568363,1364573,0.71
2010-09-13,1320548,681731,2002279,0.52
2010-09-14,1290557,787495,2078052,0.61
2010-09-15,1280720,699052,1979772,0.55
2010-09-16,1176486,681683,1858169,0.58
2010-09-17,1619836,957104,2576940,0.59
2010-09-20,1475119,704247,2179366,0.48
2010-09-21,1289690,776939,2066629,0.6
2010-09-22,1118616,818541,1937157,0.73
2010-09-23,1114239,711664,1825903,0.64
2010-09-24,1290201,689125,1979326,0.53
2010-09-27,995050,566975,1562025,0.57
2010-09-28,1114981,657261,1772242,0.59
2010-09-29,1168894,657776,1826670,0.56
2010-09-30,1160710,638220,1798930,0.55
2010-10-01,1052033,604616,1656649,0.57
2010-10-04,1043586,614720,1658306,0.59
2010-10-05,1409761,755062,2164823,0.54
2010-10-06,1318251,773380,2091631,0.59
2010-10-07,1168540,772892,1941432,0.66
2010-10-08,1325149,817937,2143086,0.62
2010-10-11,1222569,728197,1950766,0.6
2010-10-12,1330857,682809,2013666,0.51
2010-10-13,1953116,876146,2829262,0.45
2010-10-14,2069767,1177435,3247202,0.57
2010-10-15,2416913,1150989,3567902,0.48
2010-10-18,1694556,950777,2645333,0.56
2010-10-19,1487792,1038752,2526544,0.7
2010-10-20,1298649,897683,2196332,0.69
2010-10-21,1157722,837252,1994974,0.72
2010-10-22,1036808,710021,1746829,0.68
2010-10-25,1220092,771958,1992050,0.63
2010-10-26,1414258,842555,2256813,0.6
2010-10-27,1443792,893774,2337566,0.62
2010-10-28,1438852,864471,2303323,0.6
2010-10-29,1231552,685314,1916866,0.56
2010-11-01,1207276,761749,1969025,0.63
2010-11-02,1142902,639578,1782480,0.56
2010-11-03,1445460,800243,2245703,0.55
2010-11-04,2266154,1062951,3329105,0.47
2010-11-05,2398237,980204,3378441,0.41
2010-11-08,1418806,764823,2183629,0.54
2010-11-09,1628409,921560,2549969,0.57
2010-11-10,1441942,703134,2145076,0.49
2010-11-11,1580487,866130,2446617,0.55
2010-11-12,1427699,949723,2377422,0.67
2010-11-15,1324358,747432,2071790,0.56
2010-11-16,1568223,1061406,2629629,0.68
2010-11-17,1330182,779457,2109639,0.59
2010-11-18,1535792,832801,2368593,0.54
2010-11-19,1819150,1018951,2838101,0.56
2010-11-22,1339851,765451,2105302,0.57
2010-11-23,1114862,809079,1923941,0.73
2010-11-24,1063199,561210,1624409,0.53
2010-11-26,470043,300576,770619,0.64
2010-11-29,1048779,733161,1781940,0.7
2010-11-30,1193209,685579,1878788,0.57
2010-12-01,1368010,620540,1988550,0.45
2010-12-02,1561657,714729,2276386,0.46
2010-12-03,1323925,664203,1988128,0.5
2010-12-06,1250586,618276,1868862,0.49
2010-12-07,1914723,853819,2768542,0.45
2010-12-08,1541289,721356,2262645,0.47
2010-12-09,1754805,748325,2503130,0.43
2010-12-10,1668032,692414,2360446,0.42
2010-12-13,2117713,746240,2863953,0.35
2010-12-14,1598614,795552,2394166,0.5
2010-12-15,1327953,736439,2064392,0.55
2010-12-16,1581687,777076,2358763,0.49
2010-12-17,1858691,913426,2772117,0.49
2010-12-20,1414644,808226,2222870,0.57
2010-12-21,1251204,665482,1916686,0.53
2010-12-22,1186623,587676,1774299,0.5
2010-12-23,1002635,521165,1523800,0.52
2010-12-27,841684,447711,1289395,0.53
2010-12-28,963168,525575,1488743,0.55
2010-12-29,829581,443878,1273459,0.54
2010-12-30,910799,464312,1375111,0.51
2010-12-31,723226,506202,1229428,0.7
2011-01-03,1979879,786089,2765968,0.4
2011-01-04,1852845,791707,2644552,0.43
2011-01-05,1674509,828614,2503123,0.49
2011-01-06,1832584,886709,2719293,0.48
2011-01-07,1936157,971971,2908128,0.5
2011-01-10,1338638,733285,2071923,0.55
2011-01-11,1483651,798543,2282194,0.54
2011-01-12,1697726,776434,2474160,0.46
2011-01-13,1858414,950253,2808667,0.51
2011-01-14,2516617,931545,3448162,0.37
2011-01-18,2318032,1016110,3334142,0.44
2011-01-19,2099520,1013980,3113500,0.48
2011-01-20,2151593,1432848,3584441,0.67
2011-01-21,2271763,1263551,3535314,0.56
2011-01-24,1633084,865327,2498411,0.53
2011-01-25,1695217,1072077,2767294,0.63
2011-01-26,1474263,857603,2331866,0.58
2011-01-27,1455766,820946,2276712,0.56
2011-01-28,1542301,1033994,2576295,0.67
2011-01-31,1370723,837545,2208268,0.61
2011-02-01,1675972,837266,2513238,0.5
2011-02-02,1602730,739602,2342332,0.46
2011-02-03,1609801,937466,2547267,0.58
2011-02-04,1381843,888221,2270064,0.64
2011-02-07,1545196,732947,2278143,0.47
2011-02-08,1338079,723200,2061279,0.54
2011-02-09,1462111,790201,2252312,0.54
2011-02-10,1654025,918543,2572568,0.56
2011-02-11,1644043,893619,2537662,0.54
2011-02-14,1654462,851724,2506186,0.51
2011-02-15,1483604,791221,2274825,0.53
2011-02-16,1670334,939520,2609854,0.56
2011-02-17,1846313,928669,2774982,0.5
2011-02-18,1958313,1191706,3150019,0.61
2011-02-22,1817321,1237376,3054697,0.68
2011-02-23,1714232,1235683,2949915,0.72
2011-02-24,1325329,940541,2265870,0.71
2011-02-25,1287299,648597,1935896,0.5
2011-02-28,1247689,666797,1914486,0.53
2011-03-01,1239183,755069,1994252,0.61
2011-03-02,1132461,611975,1744436,0.54
2011-03-03,1239343,676877,1916220,0.55
2011-03-04,1416865,802282,2219147,0.57
2011-03-07,1199597,758772,1958369,0.63
2011-03-08,1233932,684205,1918137,0.55
2011-03-09,1188077,716388,1904465,0.6
2011-03-10,1337541,992086,2329627,0.74
2011-03-11,1086201,670492,1756693,0.62
2011-03-14,1119528,746499,1866027,0.67
2011-03-15,1490495,1073923,2564418,0.72
2011-03-16,1540335,1223418,2763753,0.79
2011-03-17,1283074,916231,2199305,0.71
2011-03-18,1742494,1163581,2906075,0.67
2011-03-21,1717392,839086,2556478,0.49
2011-03-22,1218554,666502,1885056,0.55
2011-03-23,1243053,728245,1971298,0.59
2011-03-24,1506152,830078,2336230,0.55
2011-03-25,1202373,683039,1885412,0.57
2011-03-28,1030144,573303,1603447,0.56
2011-03-29,1126947,590117,1717064,0.52
2011-03-30,1335217,719441,2054658,0.54
2011-03-31,1185880,666189,1852069,0.56
2011-04-01,1393132,715155,2108287,0.51
2011-04-04,1041914,626230,1668144,0.6
2011-04-05,1290943,728319,2019262,0.56
2011-04-06,1463009,802878,2265887,0.55
2011-04-07,1309691,694187,2003878,0.53
2011-04-08,1219691,717289,1936980,0.59
2011-04-11,1174919,726657,1901576,0.62
2011-04-12,1449671,847799,2297470,0.58
2011-04-13,1154900,761940,1916840,0.66
2011-04-14,1274349,888932,2163281,0.7
2011-04-15,1546003,964234,2510237,0.62
2011-04-18,1356782,819082,2175864,0.6
2011-04-19,1269775,808942,2078717,0.64
2011-04-20,1534919,796745,2331664,0.52
2011-04-21,1289808,808318,2098126,0.63
2011-04-25,983403,571565,1554968,0.58
2011-04-26,1159969,676430,1836399,0.58
2011-04-27,1245157,742587,1987744,0.6
2011-04-28,1277787,706087,1983874,0.55
2011-04-29,1251355,735029,1986384,0.59
2011-05-02,1243294,620297,1863591,0.5
2011-05-03,1466498,901250,2367748,0.61
2011-05-04,1343469,971595,2315064,0.72
2011-05-05,1257282,812406,2069688,0.65
2011-05-06,1120193,695537,1815730,0.62
2011-05-09,850619,540780,1391399,0.64
2011-05-10,1019632,590135,1609767,0.58
2011-05-11,1108303,746159,1854462,0.67
2011-05-12,1170408,773593,1944001,0.66
2011-05-13,995598,742281,1737879,0.75
2011-05-16,1113680,691891,1805571,0.62
2011-05-17,1184442,889123,2073565,0.75
2011-05-18,1084862,737676,1822538,0.68
2011-05-19,1051710,748618,1800328,0.71
2011-05-20,1210563,917371,2127934,0.76
2011-05-23,901043,627534,1528577,0.7
2011-05-24,1026091,627313,1653404,0.61
2011-05-25,1190691,603221,1793912,0.51
2011-05-26,825387,501822,1327209,0.61
2011-05-27,989075,502010,1491085,0.51
2011-05-31,932803,500324,1433127,0.54
2011-06-01,989292,761026,1750318,0.77
2011-06-02,832916,602660,1435576,0.72
2011-06-03,839185,605562,1444747,0.72
2011-06-06,1048033,833233,1881266,0.8
2011-06-07,820203,594885,1415088,0.73
2011-06-08,952330,944313,1896643,0.99
2011-06-09,868295,665415,1533710,0.77
2011-06-10,858881,879794,1738675,1.02
2011-06-13,960084,704242,1664326,0.73
2011-06-14,897458,591109,1488567,0.66
2011-06-15,827256,917156,1744412,1.11
2011-06-16,1009203,1037954,2047157,1.03
2011-06-17,1104686,1212503,2317189,1.1
2011-06-20,1073014,611730,1684744,0.57
2011-06-21,1190106,702244,1892350,0.59
2011-06-22,933191,493334,1426525,0.53
2011-06-23,1078072,703409,1781481,0.65
2011-06-24,754027,526519,1280546,0.7
2011-06-27,825571,517749,1343320,0.63
2011-06-28,990175,585733,1575908,0.59
