date,total_call,total_put,total_total,total_pcr
2006-05-18,1961995,2396428,4358423,1.22
2006-05-19,2530621,3216314,5746935,1.27
2006-05-22,1868793,2269767,4138560,1.21
2006-05-23,1470587,1681523,3152110,1.14
2006-05-24,1580040,2244917,3824957,1.42
2006-05-25,1596164,1447408,3043572,0.91
2006-05-26,1238645,928818,2167463,0.75
2006-05-30,1064132,1282007,2346139,1.2
2006-05-31,1309353,1239848,2549201,0.95
2006-06-01,1207078,1359261,2566339,1.13
2006-06-02,1152775,1457093,2609868,1.26
2006-06-05,1325144,1376124,2701268,1.04
2006-06-06,1731711,1711506,3443217,0.99
2006-06-07,1330110,1490598,2820708,1.12
2006-06-08,1994134,2712915,4707049,1.36
2006-06-09,1308915,1338448,2647363,1.02
2006-06-12,1625106,1561305,3186411,0.96
2006-06-13,2077698,2788281,4865979,1.34
2006-06-14,2028389,2277783,4306172,1.12
2006-06-15,2360477,2036785,4397262,0.86
2006-06-16,1419648,1802910,3222558,1.27
2006-06-19,1427980,1573416,3001396,1.1
2006-06-20,1190818,1158784,2349602,0.97
2006-06-21,1296010,1198239,2494249,0.92
2006-06-22,893670,932495,1826165,1.04
2006-06-23,901762,905310,1807072,1.0
2006-06-26,802000,593203,1395203,0.74
2006-06-27,1078970,1104415,2183385,1.02
2006-06-28,903502,785468,1688970,0.87
2006-06-29,1800612,1219938,3020550,0.68
2006-06-30,1093757,1050160,2143917,0.96
2006-07-03,482979,463824,946803,0.96
2006-07-05,845813,1112405,1958218,1.32
2006-07-06,1031765,828869,1860634,0.8
2006-07-07,1085790,966134,2051924,0.89
2006-07-10,1003583,927974,1931557,0.92
2006-07-11,1121867,1239406,2361273,1.1
2006-07-12,1036624,1386167,2422791,1.34
2006-07-13,1566288,1773717,3340005,1.13
2006-07-14,1531918,1887519,3419437,1.23
2006-07-17,1313329,1425727,2739056,1.09
2006-07-18,1654690,1863335,3518025,1.13
2006-07-19,2093409,1839285,3932694,0.88
2006-07-20,1814831,1858719,3673550,1.02
2006-07-21,1855219,2421884,4277103,1.31
2006-07-24,1791832,1225369,3017201,0.68
2006-07-25,1377745,1373876,2751621,1.0
2006-07-26,1348728,1435798,2784526,1.06
2006-07-27,1312976,1380453,2693429,1.05
2006-07-28,1237604,1091959,2329563,0.88
2006-07-31,983758,823480,1807238,0.84
2006-08-01,1007757,972634,1980391,0.97
2006-08-02,1230451,996376,2226827,0.81
2006-08-03,1133666,1008096,2141762,0.89
2006-08-04,1128393,1320633,2449026,1.17
2006-08-07,961981,841105,1803086,0.87
2006-08-08,1274954,1251168,2526122,0.98
2006-08-09,1379407,1365277,2744684,0.99
2006-08-10,1229954,1155546,2385500,0.94
2006-08-11,986371,917653,1904024,0.93
2006-08-14,1395242,1131500,2526742,0.81
2006-08-15,1667821,1465807,3133628,0.88
2006-08-16,2121655,1599488,3721143,0.75
2006-08-17,2103294,1826175,3929469,0.87
2006-08-18,2031710,1805181,3836891,0.89
2006-08-21,1136785,1283293,2420078,1.13
2006-08-22,1019147,1174849,2193996,1.15
2006-08-23,945995,1262472,2208467,1.33
2006-08-24,951783,992354,1944137,1.04
2006-08-25,810307,659817,1470124,0.81
2006-08-28,961557,946453,1908010,0.98
2006-08-29,965302,975093,1940395,1.01
2006-08-30,1015144,975548,1990692,0.96
2006-08-31,890517,804474,1694991,0.9
2006-09-01,958633,954527,1913160,1.0
2006-09-05,1044476,999727,2044203,0.96
2006-09-06,1087454,1382015,2469469,1.27
2006-09-07,1388774,1312058,2700832,0.94
2006-09-08,1020436,1036585,2057021,1.02
2006-09-11,1416584,1453104,2869688,1.03
2006-09-12,1822084,1742832,3564916,0.96
2006-09-13,1899792,1416341,3316133,0.75
2006-09-14,1738958,1629676,3368634,0.94
2006-09-15,2071982,1704296,3776278,0.82
2006-09-18,1386719,1351214,2737933,0.97
2006-09-19,1213225,1705680,2918905,1.41
2006-09-20,1390680,1205553,2596233,0.87
2006-09-21,1317805,1278550,2596355,0.97
2006-09-22,1088775,1001372,2090147,0.92
2006-09-25,1301196,1094245,2395441,0.84
2006-09-26,1312842,1356011,2668853,1.03
2006-09-27,1406193,1185969,2592162,0.84
2006-09-28,1226182,1044613,2270795,0.85
2006-09-29,1042980,826809,1869789,0.79
2006-10-02,870261,899761,1770022,1.03
2006-10-03,1159956,1365248,2525204,1.18
2006-10-04,1600842,1394252,2995094,0.87
2006-10-05,1522907,1226306,2749213,0.81
2006-10-06,1165306,1110056,2275362,0.95
2006-10-09,970535,948588,1919123,0.98
2006-10-10,1476603,1221930,2698533,0.83
2006-10-11,1317121,1217416,2534537,0.92
2006-10-12,1688002,1405079,3093081,0.83
2006-10-13,1725034,1440876,3165910,0.84
2006-10-16,1989612,1565820,3555432,0.79
2006-10-17,1737158,1570624,3307782,0.9
2006-10-18,1718275,1674874,3393149,0.97
2006-10-19,1992418,1517586,3510004,0.76
2006-10-20,2321986,1865259,4187245,0.8
2006-10-23,1840598,1383976,3224574,0.75
2006-10-24,1421505,1646738,3068243,1.16
2006-10-25,1661280,1397795,3059075,0.84
2006-10-26,1709356,1303386,3012742,0.76
2006-10-27,1311247,1352492,2663739,1.03
2006-10-30,1173223,959215,2132438,0.82
2006-10-31,1351155,1307984,2659139,0.97
2006-11-01,1403969,1282026,2685995,0.91
2006-11-02,1350545,1233482,2584027,0.91
2006-11-03,1309099,1221766,2530865,0.93
2006-11-06,1271578,960066,2231644,0.76
2006-11-07,1475787,1155602,2631389,0.78
2006-11-08,1604160,1237325,2841485,0.77
2006-11-09,1541667,1293366,2835033,0.84
2006-11-10,901186,881785,1782971,0.98
2006-11-13,1506870,1191494,2698364,0.79
2006-11-14,1863668,1517691,3381359,0.81
2006-11-15,2229159,1847550,4076709,0.83
2006-11-16,2243821,1747442,3991263,0.78
2006-11-17,2392000,1931067,4323067,0.81
2006-11-20,1669324,1455453,3124777,0.87
2006-11-21,1459211,1525869,2985080,1.05
2006-11-22,1243548,1100661,2344209,0.89
2006-11-24,559956,593646,1153602,1.06
2006-11-27,1584144,2019033,3603177,1.27
2006-11-28,1353598,1259455,2613053,0.93
2006-11-29,1876413,1255979,3132392,0.67
2006-11-30,1506600,1156769,2663369,0.77
2006-12-01,1497498,1365502,2863000,0.91
2006-12-04,1473287,1293251,2766538,0.88
2006-12-05,1494815,1136725,2631540,0.76
2006-12-06,1470302,1250950,2721252,0.85
2006-12-07,1548602,1352910,2901512,0.87
2006-12-08,1357265,1059709,2416974,0.78
2006-12-11,1459999,1058509,2518508,0.73
2006-12-12,1606245,1552781,3159026,0.97
2006-12-13,1598859,1417794,3016653,0.89
2006-12-14,2410057,1545275,3955332,0.64
2006-12-15,2265969,1686549,3952518,0.74
2006-12-18,1648364,1866573,3514937,1.13
2006-12-19,1558535,1492796,3051331,0.96
2006-12-20,1148667,974485,2123152,0.85
2006-12-21,1603372,1266944,2870316,0.79
2006-12-22,844411,929113,1773524,1.1
2006-12-26,742709,628167,1370876,0.85
2006-12-27,910777,702876,1613653,0.77
2006-12-28,942599,855358,1797957,0.91
2006-12-29,996108,872588,1868696,0.88
2007-01-03,1669106,1418210,3087316,0.85
2007-01-04,1613276,1345174,2958450,0.83
2007-01-05,1578140,1420927,2999067,0.9
2007-01-08,1373873,1191345,2565218,0.87
2007-01-09,1636822,1278374,2915196,0.78
2007-01-10,1792918,1455555,3248473,0.81
2007-01-11,2012060,1449692,3461752,0.72
2007-01-12,1699109,1276552,2975661,0.75
2007-01-16,1782020,1628602,3410622,0.91
2007-01-17,1691045,1477060,3168105,0.87
2007-01-18,2028895,1842142,3871037,0.91
2007-01-19,2256639,1875874,4132513,0.83
2007-01-22,1686747,1623373,3310120,0.96
2007-01-23,1657164,1514661,3171825,0.91
2007-01-24,1555267,1301900,2857167,0.84
2007-01-25,1494099,1791034,3285133,1.2
2007-01-26,1339549,1295768,2635317,0.97
2007-01-29,1249992,1232797,2482789,0.99
2007-01-30,1192328,1111979,2304307,0.93
2007-01-31,1557978,1230360,2788338,0.79
2007-02-01,1453260,1222969,2676229,0.84
2007-02-02,1187444,1153585,2341029,0.97
2007-02-05,1150376,947407,2097783,0.82
2007-02-06,1295039,1112353,2407392,0.86
2007-02-07,1294728,1175605,2470333,0.91
2007-02-08,1442549,1216943,2659492,0.84
2007-02-09,1736641,1634592,3371233,0.94
2007-02-12,1389556,1639861,3029417,1.18
2007-02-13,1579511,1527156,3106667,0.97
2007-02-14,2115346,2067202,4182548,0.98
2007-02-15,2044808,1550012,3594820,0.76
2007-02-16,1816302,1534439,3350741,0.84
2007-02-20,1627432,1556355,3183787,0.96
2007-02-21,1370042,1542147,2912189,1.13
2007-02-22,1535099,1585551,3120650,1.03
2007-02-23,1193337,1702372,2895709,1.43
2007-02-26,1382580,1409233,2791813,1.02
2007-02-27,2522329,4298647,6820976,1.7
2007-02-28,2233512,2414007,4647519,1.08
2007-03-01,2070158,2937424,5007582,1.42
2007-03-02,1856953,2409385,4266338,1.3
2007-03-05,1951766,3254430,5206196,1.67
2007-03-06,1819914,2276200,4096114,1.25
2007-03-07,1573717,1924621,3498338,1.22
2007-03-08,1769117,1800481,3569598,1.02
2007-03-09,1479227,1712936,3192163,1.16
2007-03-12,1689938,1783505,3473443,1.06
2007-03-13,2028996,2934166,4963162,1.45
2007-03-14,2433054,4027099,6460153,1.66
2007-03-15,2123154,2389979,4513133,1.13
2007-03-16,1770246,2170908,3941154,1.23
2007-03-19,1859443,1517379,3376822,0.82
2007-03-20,1686022,1575621,3261643,0.93
2007-03-21,2117018,2377482,4494500,1.12
2007-03-22,1820067,1705150,3525217,0.94
2007-03-23,1319291,1216934,2536225,0.92
2007-03-26,1281040,1265740,2546780,0.99
2007-03-27,1231666,1201356,2433022,0.98
2007-03-28,1431115,1964909,3396024,1.37
2007-03-29,1312672,1533651,2846323,1.17
2007-03-30,1373647,1654248,3027895,1.2
2007-04-02,1291229,1066599,2357828,0.83
2007-04-03,1486931,1677388,3164319,1.13
2007-04-04,1207828,1255212,2463040,1.04
2007-04-05,1688966,1298967,2987933,0.77
2007-04-09,1401445,1087234,2488679,0.78
2007-04-10,1311039,1459249,2770288,1.11
2007-04-11,1569172,1555575,3124747,0.99
2007-04-12,1486598,1521178,3007776,1.02
2007-04-13,1531544,1464528,2996072,0.96
2007-04-16,2414570,1938177,4352747,0.8
2007-04-17,2101412,1899578,4000990,0.9
2007-04-18,2237228,1800682,4037910,0.8
2007-04-19,2310938,2168221,4479159,0.94
2007-04-20,2600543,1943520,4544063,0.75
2007-04-23,1899360,1745706,3645066,0.92
2007-04-24,1648624,1983457,3632081,1.2
2007-04-25,2125051,1729257,3854308,0.81
2007-04-26,2198906,1827758,4026664,0.83
2007-04-27,1577277,1592299,3169576,1.01
2007-04-30,1723929,1645018,3368947,0.95
2007-05-01,1601484,1854981,3456465,1.16
2007-05-02,1782370,1448451,3230821,0.81
2007-05-03,1677638,1475695,3153333,0.88
2007-05-04,1993095,1656267,3649362,0.83
2007-05-07,1778791,1237908,3016699,0.7
2007-05-08,1614792,1610125,3224917,1.0
2007-05-09,2286183,1686085,3972268,0.74
2007-05-10,1728007,1911645,3639652,1.11
2007-05-11,1658351,1565159,3223510,0.94
2007-05-14,2113234,1835884,3949118,0.87
2007-05-15,2135846,1965894,4101740,0.92
2007-05-16,2098754,2168461,4267215,1.03
2007-05-17,2217442,1750696,3968138,0.79
2007-05-18,2307887,2270756,4578643,0.98
2007-05-21,2038220,1959700,3997920,0.96
2007-05-22,1685354,2039226,3724580,1.21
2007-05-23,1740389,1734061,3474450,1.0
2007-05-24,1644480,1884691,3529171,1.15
2007-05-25,1199150,1258884,2458034,1.05
2007-05-29,1191855,1087504,2279359,0.91
2007-05-30,1587475,1480013,3067488,0.93
2007-05-31,1870371,1739579,3609950,0.93
2007-06-01,1592540,1425333,3017873,0.9
2007-06-04,1425342,1283206,2708548,0.9
2007-06-05,2024072,1915761,3939833,0.95
2007-06-06,1801443,2030430,3831873,1.13
2007-06-07,2216563,2757471,4974034,1.24
2007-06-08,1806246,2022399,3828645,1.12
2007-06-11,1650854,1777537,3428391,1.08
2007-06-12,2139634,2359546,4499180,1.1
2007-06-13,1954311,1870350,3824661,0.96
2007-06-14,2443652,1935115,4378767,0.79
2007-06-15,2379867,2476936,4856803,1.04
2007-06-18,1567260,1441990,3009250,0.92
2007-06-19,1446763,1324661,2771424,0.92
2007-06-20,1707038,1797557,3504595,1.05
2007-06-21,1526547,1504922,3031469,0.99
2007-06-22,1484614,1531276,3015890,1.03
2007-06-25,1342344,1504346,2846690,1.12
2007-06-26,1379791,1534546,2914337,1.11
2007-06-27,2115965,1784504,3900469,0.84
2007-06-28,1488241,1309596,2797837,0.88
2007-06-29,1603535,1639303,3242838,1.02
2007-07-02,1235136,1049011,2284147,0.85
2007-07-03,986094,893546,1879640,0.91
2007-07-05,1338261,1207592,2545853,0.9
2007-07-06,1409075,1233100,2642175,0.88
2007-07-09,1445807,1164910,2610717,0.81
2007-07-10,1866538,1882766,3749304,1.01
2007-07-11,1886194,1699759,3585953,0.9
2007-07-12,2493103,1905053,4398156,0.76
2007-07-13,2039878,1920909,3960787,0.94
2007-07-16,1994650,1647645,3642295,0.83
2007-07-17,2047062,1905810,3952872,0.93
2007-07-18,2251562,2493451,4745013,1.11
2007-07-19,2742623,2182759,4925382,0.8
2007-07-20,2821551,3467788,6289339,1.23
2007-07-23,1902295,1551889,3454184,0.82
2007-07-24,2076837,3077672,5154509,1.48
2007-07-25,2263390,2375957,4639347,1.05
2007-07-26,2757379,4213139,6970518,1.53
2007-07-27,2284991,3144533,5429524,1.38
2007-07-30,2379962,2766049,5146011,1.16
2007-07-31,2404189,3049859,5454048,1.27
2007-08-01,2358793,3208448,5567241,1.36
2007-08-02,2102633,2311838,4414471,1.1
2007-08-03,2056040,3015376,5071416,1.47
2007-08-06,2496032,3213288,5709320,1.29
2007-08-07,2422265,2538607,4960872,1.05
2007-08-08,2889057,2908553,5797610,1.01
2007-08-09,2490600,2883990,5374590,1.16
2007-08-10,2913213,3193191,6106404,1.1
2007-08-13,2187116,2211809,4398925,1.01
2007-08-14,2036793,2876703,4913496,1.41
2007-08-15,2380072,3545572,5925644,1.49
2007-08-16,3712333,5663745,9376078,1.53
2007-08-17,3041781,3755019,6796800,1.23
2007-08-20,1847741,1697075,3544816,0.92
2007-08-21,1838770,1672978,3511748,0.91
2007-08-22,1850541,2018438,3868979,1.09
2007-08-23,1498987,1731511,3230498,1.16
2007-08-24,1456582,1553681,3010263,1.07
2007-08-27,1278961,1248540,2527501,0.98
2007-08-28,1571352,2041537,3612889,1.3
2007-08-29,1515177,1448397,2963574,0.96
2007-08-30,1322149,1230444,2552593,0.93
2007-08-31,1213419,1281944,2495363,1.06
2007-09-04,1675592,1718588,3394180,1.03
2007-09-05,1578277,1813560,3391837,1.15
2007-09-06,1349429,1193001,2542430,0.88
2007-09-07,1570024,1868949,3438973,1.19
2007-09-10,1401703,1621332,3023035,1.16
2007-09-11,1476206,1562157,3038363,1.06
2007-09-12,1592030,1367308,2959338,0.86
2007-09-13,1487220,1534296,3021516,1.03
2007-09-14,1314471,1450305,2764776,1.1
2007-09-17,1559014,1617462,3176476,1.04
2007-09-18,2486693,2578153,5064846,1.04
2007-09-19,2956580,2887855,5844435,0.98
2007-09-20,2450570,2471749,4922319,1.01
2007-09-21,2395122,2053355,4448477,0.86
2007-09-24,2025349,1638446,3663795,0.81
2007-09-25,1559246,1784499,3343745,1.14
2007-09-26,1871485,1635855,3507340,0.87
2007-09-27,1513685,1287987,2801672,0.85
2007-09-28,1450581,1582989,3033570,1.09
2007-10-01,1731778,1523038,3254816,0.88
2007-10-02,1692886,1694532,3387418,1.0
2007-10-03,1485816,1224070,2709886,0.82
2007-10-04,1731914,1271205,3003119,0.73
2007-10-05,1901741,1474252,3375993,0.78
2007-10-08,1287720,1039396,2327116,0.81
2007-10-09,1917971,1552112,3470083,0.81
2007-10-10,1788457,1608751,3397208,0.9
2007-10-11,2599594,2362282,4961876,0.91
2007-10-12,2124128,1634154,3758282,0.77
2007-10-15,2208288,1771963,3980251,0.8
2007-10-16,2155406,2033525,4188931,0.94
2007-10-17,2735384,2576102,5311486,0.94
2007-10-18,2599247,2065239,4664486,0.79
2007-10-19,2916257,3380233,6296490,1.16
2007-10-22,2055061,2079614,4134675,1.01
2007-10-23,1996473,1941599,3938072,0.97
2007-10-24,2189848,2164689,4354537,0.99
2007-10-25,1733830,1890002,3623832,1.09
2007-10-26,2199233,1809635,4008868,0.82
2007-10-29,1738738,1603512,3342250,0.92
2007-10-30,1579626,1822132,3401758,1.15
2007-10-31,2379550,1828390,4207940,0.77
2007-11-01,2294265,2226686,4520951,0.97
2007-11-02,2146021,2476221,4622242,1.15
2007-11-05,2066647,2116604,4183251,1.02
2007-11-06,2402083,2361726,4763809,0.98
2007-11-07,2468138,2609329,5077467,1.06
2007-11-08,3294161,4080264,7374425,1.24
2007-11-09,2532784,2740696,5273480,1.08
2007-11-12,3091679,2868875,5960554,0.93
2007-11-13,2750762,3339639,6090401,1.21
2007-11-14,2497974,2282929,4780903,0.91
2007-11-15,2332066,3049790,5381856,1.31
2007-11-16,2389221,3029758,5418979,1.27
2007-11-19,1918338,2164817,4083155,1.13
2007-11-20,2309237,2598818,4908055,1.13
2007-11-21,1997351,2436044,4433395,1.22
2007-11-23,797175,702962,1500137,0.88
2007-11-26,1730042,1697553,3427595,0.98
2007-11-27,2528498,2075248,4603746,0.82
2007-11-28,2341438,2090442,4431880,0.89
2007-11-29,1546168,1375652,2921820,0.89
2007-11-30,1819898,1955931,3775829,1.07
2007-12-03,1258501,1045298,2303799,0.83
2007-12-04,1469222,1570958,3040180,1.07
2007-12-05,1645267,1471139,3116406,0.89
2007-12-06,1859646,1640339,3499985,0.88
2007-12-07,1547624,1546527,3094151,1.0
2007-12-10,1687739,1611029,3298768,0.95
2007-12-11,2242356,2487614,4729970,1.11
2007-12-12,2033254,2010209,4043463,0.99
2007-12-13,1775386,1898867,3674253,1.07
2007-12-14,1601253,1691073,3292326,1.06
2007-12-17,2031946,2288696,4320642,1.13
2007-12-18,2444153,2499734,4943887,1.02
2007-12-19,2052109,2352949,4405058,1.15
2007-12-20,3581256,2421656,6002912,0.68
2007-12-21,4051346,2319928,6371274,0.57
2007-12-24,1011337,908992,1920329,0.9
2007-12-26,1238915,1253506,2492421,1.01
2007-12-27,1335169,1303251,2638420,0.98
2007-12-28,1265627,1166700,2432327,0.92
2007-12-31,1268175,1350974,2619149,1.07
2008-01-02,1768894,2060975,3829869,1.17
2008-01-03,2062441,1882588,3945029,0.91
2008-01-04,2764258,3103749,5868007,1.12
2008-01-07,2124768,2219930,4344698,1.04
2008-01-08,2300987,3164785,5465772,1.38
2008-01-09,2931323,3390567,6321890,1.16
2008-01-10,2590558,2549692,5140250,0.98
2008-01-11,2414741,2240724,4655465,0.93
2008-01-14,2242293,2156056,4398349,0.96
2008-01-15,2608370,3259185,5867555,1.25
2008-01-16,3265154,3879199,7144353,1.19
2008-01-17,3120565,4765563,7886128,1.53
2008-01-18,2997880,3978475,6976355,1.33
2008-01-22,2720919,3255542,5976461,1.2
2008-01-23,3391329,3820240,7211569,1.13
2008-01-24,2767923,2460358,5228281,0.89
2008-01-25,2191238,2319161,4510399,1.06
2008-01-28,1785540,1656049,3441589,0.93
2008-01-29,1997827,1806961,3804788,0.9
2008-01-30,2515132,2051696,4566828,0.82
2008-01-31,2332097,2209151,4541248,0.95
2008-02-01,2643618,2161255,4804873,0.82
2008-02-04,1642970,1617777,3260747,0.98
2008-02-05,1955580,2231222,4186802,1.14
2008-02-06,1842052,1951871,3793923,1.06
2008-02-07,2265312,2561181,4826493,1.13
2008-02-08,1741716,2003196,3744912,1.15
2008-02-11,1943250,1893578,3836828,0.97
2008-02-12,2452485,2789922,5242407,1.14
2008-02-13,2042398,1996382,4038780,0.98
2008-02-14,2225362,2236856,4462218,1.01
2008-02-15,2083950,2411532,4495482,1.16
2008-02-19,1940883,1957760,3898643,1.01
2008-02-20,1820754,1567029,3387783,0.86
2008-02-21,1640425,1578565,3218990,0.96
2008-02-22,1635570,1876631,3512201,1.15
2008-02-25,1661200,1553897,3215097,0.94
2008-02-26,2006967,2129498,4136465,1.06
2008-02-27,1585918,1741909,3327827,1.1
2008-02-28,1487159,1839771,3326930,1.24
2008-02-29,1865335,2361925,4227260,1.27
2008-03-03,1621521,2008533,3630054,1.24
2008-03-04,2060481,2467806,4528287,1.2
2008-03-05,1735262,1986129,3721391,1.14
2008-03-06,1854025,2357843,4211868,1.27
2008-03-07,2204946,2744961,4949907,1.24
2008-03-10,1911865,2837956,4749821,1.48
2008-03-11,2502134,2792828,5294962,1.12
2008-03-12,1990316,2212112,4202428,1.11
2008-03-13,2313471,2831962,5145433,1.22
2008-03-14,2526560,3548627,6075187,1.4
2008-03-17,2716683,4030159,6746842,1.48
2008-03-18,3051328,3050838,6102166,1.0
2008-03-19,2986233,3603215,6589448,1.21
2008-03-20,2800326,3082002,5882328,1.1
2008-03-24,2605069,2124354,4729423,0.82
2008-03-25,1898532,1825466,3723998,0.96
2008-03-26,1912377,1989154,3901531,1.04
2008-03-27,1623603,1826485,3450088,1.12
2008-03-28,1283498,1487897,2771395,1.16
2008-03-31,1404091,1443125,2847216,1.03
2008-04-01,2537921,2293709,4831630,0.9
2008-04-02,1962031,2067487,4029518,1.05
2008-04-03,1561765,1636260,3198025,1.05
2008-04-04,1766135,2124075,3890210,1.2
2008-04-07,1952201,1890378,3842579,0.97
2008-04-08,1375143,1563250,2938393,1.14
2008-04-09,1649715,1920810,3570525,1.16
2008-04-10,1780749,1729969,3510718,0.97
2008-04-11,1919942,2477479,4397421,1.29
2008-04-14,1797462,1822016,3619478,1.01
2008-04-15,1851312,1958882,3810194,1.06
2008-04-16,2715841,2512823,5228664,0.93
2008-04-17,2411084,2254732,4665816,0.94
2008-04-18,3319002,2729048,6048050,0.82
2008-04-21,1918912,1825959,3744871,0.95
2008-04-22,1967082,2094721,4061803,1.06
2008-04-23,1751886,1653607,3405493,0.94
2008-04-24,2239991,2045541,4285532,0.91
2008-04-25,1833425,1647176,3480601,0.9
2008-04-28,1541958,1503600,3045558,0.98
2008-04-29,1576686,1697491,3274177,1.08
2008-04-30,1851855,1732728,3584583,0.94
2008-05-01,2345194,2193032,4538226,0.94
2008-05-02,2255412,2024025,4279437,0.9
2008-05-05,1943315,1757765,3701080,0.9
2008-05-06,2473863,2021477,4495340,0.82
2008-05-07,2297707,2361671,4659378,1.03
2008-05-08,1899002,1681546,3580548,0.89
2008-05-09,1880132,1750735,3630867,0.93
2008-05-12,2127833,1843822,3971655,0.87
2008-05-13,2392090,1884382,4276472,0.79
2008-05-14,2821338,2276427,5097765,0.81
2008-05-15,2705709,2097290,4802999,0.78
2008-05-16,2825947,2414493,5240440,0.85
2008-05-19,2443221,2088930,4532151,0.85
2008-05-20,1975426,2166822,4142248,1.1
2008-05-21,2159736,2553799,4713535,1.18
2008-05-22,1770875,1728199,3499074,0.98
2008-05-23,1890891,1994718,3885609,1.05
2008-05-27,1538597,1454849,2993446,0.95
2008-05-28,1719211,1409282,3128493,0.82
2008-05-29,2124937,1829535,3954472,0.86
2008-05-30,1562752,1320058,2882810,0.84
2008-06-02,1797761,1953351,3751112,1.09
2008-06-03,1942588,2212033,4154621,1.14
2008-06-04,1848744,2008689,3857433,1.09
2008-06-05,2297365,2240637,4538002,0.98
2008-06-06,2724698,3123219,5847917,1.15
2008-06-09,2728489,2570492,5298981,0.94
2008-06-10,2306202,2206224,4512426,0.96
2008-06-11,2488930,2838211,5327141,1.14
2008-06-12,2584946,2477082,5062028,0.96
2008-06-13,2512111,2282805,4794916,0.91
2008-06-16,2354665,2200900,4555565,0.93
2008-06-17,2104570,2098106,4202676,1.0
2008-06-18,2616610,2932780,5549390,1.12
2008-06-19,3139399,3077327,6216726,0.98
2008-06-20,2889121,3838712,6727833,1.33
2008-06-23,2372543,2053475,4426018,0.87
2008-06-24,2154916,2125340,4280256,0.99
2008-06-25,2535628,2171218,4706846,0.86
2008-06-26,2747644,3137383,5885027,1.14
2008-06-27,2404012,2709492,5113504,1.13
2008-06-30,2296431,2524433,4820864,1.1
2008-07-01,2982970,3010565,5993535,1.01
2008-07-02,2702193,2922151,5624344,1.08
2008-07-03,1716585,2065970,3782555,1.2
2008-07-07,2678665,3240919,5919584,1.21
2008-07-08,3117620,3151932,6269552,1.01
2008-07-09,2573893,2595865,5169758,1.01
2008-07-10,2849006,3032668,5881674,1.06
2008-07-11,3497466,4017798,7515264,1.15
2008-07-14,2829625,3252687,6082312,1.15
2008-07-15,3896969,4488690,8385659,1.15
2008-07-16,3837432,3553714,7391146,0.93
2008-07-17,4513346,3902975,8416321,0.86
2008-07-18,3216085,2950120,6166205,0.92
2008-07-21,2471219,2163856,4635075,0.88
2008-07-22,2914623,2640364,5554987,0.91
2008-07-23,3456572,3106948,6563520,0.9
2008-07-24,2601610,2737847,5339457,1.05
2008-07-25,2088482,1738851,3827333,0.83
2008-07-28,1853011,1994628,3847639,1.08
2008-07-29,2541028,2136784,4677812,0.84
2008-07-30,2765603,2401428,5167031,0.87
2008-07-31,2368484,2259725,4628209,0.95
2008-08-01,2659732,2644212,5303944,0.99
2008-08-04,2046883,1987438,4034321,0.97
2008-08-05,2902930,2208728,5111658,0.76
2008-08-06,2461372,2339415,4800787,0.95
2008-08-07,2136662,2236635,4373297,1.05
2008-08-08,2630267,2418926,5049193,0.92
2008-08-11,3140124,2712489,5852613,0.86
2008-08-12,2631011,2750769,5381780,1.05
2008-08-13,2730169,2827332,5557501,1.04
2008-08-14,3020695,2623063,5643758,0.87
2008-08-15,2633801,2637498,5271299,1.0
2008-08-18,2055479,2157975,4213454,1.05
2008-08-19,1974827,2234622,4209449,1.13
2008-08-20,1863519,1803243,3666762,0.97
2008-08-21,1763030,1700386,3463416,0.96
2008-08-22,1516953,1326137,2843090,0.87
2008-08-25,1303238,1459582,2762820,1.12
2008-08-26,1358086,1312658,2670744,0.97
2008-08-27,1527147,1247118,2774265,0.82
2008-08-28,1912410,1577189,3489599,0.82
2008-08-29,1370274,1362407,2732681,0.99
2008-09-02,1996433,1924664,3921097,0.96
2008-09-03,2445275,2097561,4542836,0.86
2008-09-04,2809730,3024427,5834157,1.08
2008-09-05,2711816,2714115,5425931,1.0
2008-09-08,3125577,2798544,5924121,0.9
2008-09-09,2973562,3310257,6283819,1.11
2008-09-10,2568419,2829481,5397900,1.1
2008-09-11,3309631,3342587,6652218,1.01
2008-09-12,3101842,3145668,6247510,1.01
2008-09-15,2751171,4042115,6793286,1.47
2008-09-16,3727770,4876096,8603866,1.31
2008-09-17,4119196,5640723,9759919,1.37
2008-09-18,4594465,5432643,10027108,1.18
2008-09-19,4500909,3697788,8198697,0.82
2008-09-22,2418476,2342075,4760551,0.97
2008-09-23,2408097,2496563,4904660,1.04
2008-09-24,1965168,2066057,4031225,1.05
2008-09-25,2632006,2101968,4733974,0.8
2008-09-26,2141426,2166347,4307773,1.01
2008-09-29,2413185,3323334,5736519,1.38
2008-09-30,2351400,3051229,5402629,1.3
2008-10-01,2298622,2264735,4563357,0.99
2008-10-02,2440243,3332176,5772419,1.37
2008-10-03,2842325,3155646,5997971,1.11
2008-10-06,3819051,5772202,9591253,1.51
2008-10-07,3277545,3594726,6872271,1.1
2008-10-08,3463800,4090607,7554407,1.18
2008-10-09,3036092,4109376,7145468,1.35
2008-10-10,4119106,5045000,9164106,1.22
2008-10-13,3409048,3015706,6424754,0.88
2008-10-14,3386180,2945891,6332071,0.87
2008-10-15,3077107,3457728,6534835,1.12
2008-10-16,3730337,4294899,8025236,1.15
2008-10-17,3147682,3061026,6208708,0.97
